TEAM,NO.,PLAYER,MINS,PTS,FGM,FGA,FG %,2PM,2PA,2P %,3PM,3PA,3P %,FTM,FTA,FT %,OFF,DEF,REB,AST,TO,STL,BLK,PF,Fls on:,+/-,GP,GW
UE,35,P. Momowei,39.18333333333333,23.0,8.0,16.0,50.0,8.0,16.0,50.0,0.0,0.0,0.0,7.0,12.0,58.3,3.0,8.0,11.0,2.0,5.0,1.0,1.0,2.0,10.0,-14.0,1,0
UE,1,N. Mulingtapang,25.516666666666666,13.0,5.0,8.0,62.5,4.0,6.0,66.7,1.0,2.0,50.0,2.0,4.0,50.0,3.0,0.0,3.0,3.0,2.0,1.0,0.0,2.0,5.0,-19.0,1,0
UE,8,D. Robles,23.283333333333335,5.0,2.0,4.0,50.0,1.0,3.0,33.3,1.0,1.0,100.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0,4.0,0.0,-9.0,1,0
UE,0,J. Datumalim,19.566666666666666,5.0,2.0,7.0,28.6,1.0,3.0,33.3,1.0,4.0,25.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,1.0,2.0,0.0,3.0,1.0,-4.0,1,0
UE,11,J. Abate,30.5,3.0,1.0,6.0,16.7,1.0,3.0,33.3,0.0,3.0,0.0,1.0,2.0,50.0,0.0,3.0,3.0,4.0,4.0,2.0,0.0,4.0,1.0,-11.0,1,0
UE,4,T. Lagat,20.566666666666666,13.0,6.0,13.0,46.2,6.0,8.0,75.0,0.0,5.0,0.0,1.0,2.0,50.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,4.0,1.0,-2.0,1,0
UE,18,D. Despi,14.383333333333333,8.0,4.0,9.0,44.4,4.0,8.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,-7.0,1,0
UE,15,T. Malaga,3.466666666666667,2.0,1.0,1.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1,0
UE,5,D. Caoile,9.716666666666667,2.0,1.0,5.0,20.0,1.0,3.0,33.3,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,-11.0,1,0
UE,24,J. Jimenez,3.35,2.0,1.0,2.0,50.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,1,0
UE,2,M. Tanedo,3.966666666666667,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,-6.0,1,0
UE,9,M. Cabero,5.616666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,1,0
UE,21,M. Rosete,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,1,0
FEU,3,J. Bautista,26.0,22.0,7.0,11.0,63.6,4.0,4.0,100.0,3.0,7.0,42.9,5.0,5.0,100.0,1.0,3.0,4.0,2.0,3.0,1.0,0.0,2.0,4.0,16.0,1,1
FEU,13,J. Pasaol,24.8,17.0,6.0,11.0,54.5,5.0,9.0,55.6,1.0,2.0,50.0,4.0,8.0,50.0,0.0,0.0,0.0,10.0,5.0,2.0,2.0,2.0,8.0,18.0,1,1
FEU,35,M. Konateh,23.65,15.0,5.0,8.0,62.5,5.0,8.0,62.5,0.0,0.0,0.0,5.0,6.0,83.3,4.0,10.0,14.0,3.0,3.0,1.0,0.0,4.0,3.0,4.0,1,1
FEU,31,K. Mongcopa,29.966666666666665,12.0,4.0,12.0,33.3,3.0,9.0,33.3,1.0,3.0,33.3,3.0,4.0,75.0,5.0,6.0,11.0,4.0,5.0,2.0,2.0,3.0,3.0,6.0,1,1
FEU,5,J. Daa,27.3,10.0,4.0,5.0,80.0,3.0,3.0,100.0,1.0,2.0,50.0,1.0,3.0,33.3,1.0,2.0,3.0,2.0,0.0,2.0,0.0,1.0,4.0,20.0,1,1
FEU,72,L. Felipe,14.883333333333333,6.0,2.0,6.0,33.3,0.0,1.0,0.0,2.0,5.0,40.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,6.0,1,1
FEU,24,L. Salangsang,9.683333333333334,5.0,2.0,6.0,33.3,2.0,3.0,66.7,0.0,3.0,0.0,1.0,2.0,50.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,2.0,1.0,2.0,1,1
FEU,10,R. Montemayor,5.583333333333333,4.0,2.0,2.0,100.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1,1
FEU,4,A. Macapagal,5.45,2.0,1.0,1.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,1,1
FEU,6,N. Owens,18.883333333333333,2.0,1.0,5.0,20.0,1.0,2.0,50.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,6.0,1,1
FEU,27,M. Ona,13.7,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,3.0,1.0,7.0,1,1
