TEAM,NO.,PLAYER,MINS,PTS,FGM,FGA,FG %,2PM,2PA,2P %,3PM,3PA,3P %,FTM,FTA,FT %,OFF,DEF,REB,AST,TO,STL,BLK,PF,Fls on:,+/-,GP,GW
UP,18,H. Alarcon,30.816666666666666,13.0,5.0,14.0,35.7,3.0,7.0,42.9,2.0,7.0,28.6,1.0,2.0,50.0,0.0,8.0,8.0,7.0,3.0,2.0,0.0,1.0,3.0,6.0,1,0
UP,10,T. Fortea,17.333333333333332,12.0,4.0,12.0,33.3,0.0,4.0,0.0,4.0,8.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,11.0,1,0
UP,13,M. Belmonte,8.083333333333334,2.0,1.0,2.0,50.0,1.0,1.0,100.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,-6.0,1,0
UP,2,R. Torres,11.433333333333334,2.0,1.0,2.0,50.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,1.0,0.0,7.0,1,0
UP,33,S. Alter,9.383333333333333,2.0,1.0,2.0,50.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,4.0,1,0
UP,17,M. Palanca,3.7666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,50.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1,0
UP,30,M. Yniguez,9.933333333333334,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,4.0,0.0,-3.0,1,0
UP,77,C. Briones,0.16666666666666666,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
UP,19,G. Abadiano,25.55,12.0,5.0,10.0,50.0,4.0,6.0,66.7,1.0,4.0,25.0,1.0,1.0,100.0,0.0,1.0,1.0,2.0,2.0,2.0,0.0,2.0,4.0,-6.0,1,0
UP,9,F. Nnoruka,25.4,12.0,4.0,10.0,40.0,4.0,10.0,40.0,0.0,0.0,0.0,4.0,5.0,80.0,4.0,10.0,14.0,0.0,2.0,2.0,3.0,4.0,3.0,2.0,1,0
UP,16,R. Remogat,27.283333333333335,7.0,2.0,10.0,20.0,1.0,2.0,50.0,1.0,8.0,12.5,2.0,2.0,100.0,1.0,3.0,4.0,2.0,2.0,2.0,0.0,0.0,1.0,-17.0,1,0
