TEAM,MINS,PTS,FGM,FGA,FG %,2PM,2PA,2P %,3PM,3PA,3P %,FTM,FTA,FT %,OFF,DEF,REB,AST,TO,STL,BLK,PF,Fls on:,+/-,PTO,PIP,SCP,BP,BL,PP,FBP,STP,GP,GW
ATENEO,200.0,75.0,24.0,66.0,36.4,17.0,46.0,37.0,7.0,20.0,35.0,20.0,24.0,83.3,11.0,26.0,37.0,15.0,11.0,6.0,2.0,20.0,21.0,-4.0,15,24,10,14,16,31,8,61,1,0
UP,200.0,79.0,28.0,68.0,41.2,23.0,47.0,48.9,5.0,21.0,23.8,18.0,27.0,66.7,17.0,34.0,51.0,12.0,12.0,4.0,7.0,22.0,20.0,4.0,12,36,23,24,8,25,10,55,1,1
