TEAM,MINS,PTS,FGM,FGA,FG %,2PM,2PA,2P %,3PM,3PA,3P %,FTM,FTA,FT %,OFF,DEF,REB,AST,TO,STL,BLK,PF,Fls on:,+/-,PTO,PIP,SCP,BP,BL,PP,FBP,STP,GP,GW
NU,225.0,71.0,27.0,63.0,42.9,19.0,40.0,47.5,8.0,23.0,34.8,9.0,19.0,47.4,10.0,30.0,40.0,19.0,16.0,10.0,5.0,25.0,18.0,5.0,19,32,6,22,18,30,6,49,1,1
ATENEO,225.0,66.0,21.0,66.0,31.8,16.0,39.0,41.0,5.0,27.0,18.5,19.0,25.0,76.0,16.0,30.0,46.0,16.0,16.0,9.0,0.0,19.0,25.0,-5.0,11,22,12,26,1,25,8,40,1,0
