TEAM,NO.,PLAYER,MINS,PTS,FGM,FGA,FG %,2PM,2PA,2P %,3PM,3PA,3P %,FTM,FTA,FT %,OFF,DEF,REB,AST,TO,STL,BLK,PF,Fls on:,+/-,GP,GW
ADU,15,R. Torres,18.8,16.0,6.0,11.0,54.5,3.0,7.0,42.9,3.0,4.0,75.0,1.0,1.0,100.0,2.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0,2.0,18.0,1,1
ADU,20,E. Anabo,11.716666666666667,7.0,2.0,4.0,50.0,0.0,0.0,0.0,2.0,4.0,50.0,1.0,2.0,50.0,2.0,1.0,3.0,3.0,1.0,2.0,0.0,0.0,2.0,15.0,1,1
ADU,27,A. Fransman,14.316666666666666,6.0,2.0,6.0,33.3,2.0,4.0,50.0,0.0,2.0,0.0,2.0,4.0,50.0,1.0,4.0,5.0,2.0,0.0,1.0,1.0,1.0,2.0,-3.0,1,1
ADU,33,J. Tumaneng,3.6666666666666665,3.0,1.0,2.0,50.0,1.0,2.0,50.0,0.0,0.0,0.0,1.0,3.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1,1
ADU,25,K. Cañete,4.05,3.0,1.0,1.0,100.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-6.0,1,1
ADU,9,L. Perez,8.533333333333333,2.0,1.0,1.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,1.0,4.0,0.0,2.0,1,1
ADU,30,C. Ronzone,3.45,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,-3.0,1,1
ADU,3,M. Montebon,9.7,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,-2.0,1,1
ADU,19,J. Jaymalin,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1,1
ADU,8,H. Demisana,3.6833333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1
