TEAM,MINS,PTS,FGM,FGA,FG %,2PM,2PA,2P %,3PM,3PA,3P %,FTM,FTA,FT %,OFF,DEF,REB,AST,TO,STL,BLK,PF,Fls on:,+/-,PTO,PIP,SCP,BP,BL,PP,FBP,STP,GP,GW
UST,200.0,67.0,20.0,60.0,33.3,15.0,38.0,39.5,5.0,22.0,22.7,22.0,28.0,78.6,15.0,38.0,53.0,17.0,18.0,3.0,6.0,17.0,22.0,8.0,9,28,7,29,10,17,13,38,1,1
ATENEO,200.0,59.0,24.0,85.0,28.2,22.0,56.0,39.3,2.0,29.0,6.9,9.0,14.0,64.3,19.0,28.0,47.0,15.0,10.0,9.0,4.0,22.0,17.0,-8.0,17,32,6,22,1,18,12,37,1,0
