TEAM,MINS,PTS,FGM,FGA,FG %,2PM,2PA,2P %,3PM,3PA,3P %,FTM,FTA,FT %,OFF,DEF,REB,AST,TO,STL,BLK,PF,Fls on:,+/-,PTO,PIP,SCP,BP,BL,PP,FBP,STP,GP,GW
LA SALLE,200.0,78.0,26.0,70.0,37.1,23.0,51.0,45.1,3.0,19.0,15.8,23.0,33.0,69.7,17.0,24.0,41.0,15.0,11.0,6.0,2.0,23.0,32.0,-4.0,14,34,17,38,6,21,4,40,1,0
NU,200.0,82.0,29.0,52.0,55.8,25.0,39.0,64.1,4.0,13.0,30.8,20.0,29.0,69.0,6.0,29.0,35.0,11.0,19.0,5.0,1.0,34.0,23.0,4.0,12,36,6,48,6,26,9,34,1,1
