TEAM,NO.,PLAYER,MINS,PTS,FGM,FGA,FG %,2PM,2PA,2P %,3PM,3PA,3P %,FTM,FTA,FT %,OFF,DEF,REB,AST,TO,STL,BLK,PF,Fls on:,+/-,GP,GW
LA SALLE,25,M. Phillips,27.15,15.0,6.0,14.0,42.9,6.0,12.0,50.0,0.0,2.0,0.0,3.0,6.0,50.0,7.0,9.0,16.0,1.0,2.0,3.0,0.0,5.0,5.0,10.0,1,0
LA SALLE,13,K. Baclaan,24.283333333333335,11.0,4.0,13.0,30.8,3.0,6.0,50.0,1.0,7.0,14.3,2.0,2.0,100.0,0.0,1.0,1.0,6.0,4.0,1.0,0.0,1.0,4.0,-5.0,1,0
LA SALLE,9,L. Pablo,21.366666666666667,8.0,2.0,5.0,40.0,2.0,5.0,40.0,0.0,0.0,0.0,4.0,4.0,100.0,2.0,5.0,7.0,0.0,0.0,0.0,0.0,2.0,3.0,-2.0,1,0
LA SALLE,32,E. Gollena,18.75,6.0,2.0,5.0,40.0,2.0,4.0,50.0,0.0,1.0,0.0,2.0,4.0,50.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,5.0,4.0,1,0
LA SALLE,6,R. Melencio,8.7,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-3.0,1,0
LA SALLE,11,J. Cortez,20.816666666666666,15.0,5.0,11.0,45.5,4.0,6.0,66.7,1.0,5.0,20.0,4.0,7.0,57.1,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,6.0,-1.0,1,0
LA SALLE,21,M. Amos,18.183333333333334,7.0,2.0,6.0,33.3,1.0,3.0,33.3,1.0,3.0,33.3,2.0,2.0,100.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,2.0,-6.0,1,0
LA SALLE,1,J. Macalalag,19.0,5.0,1.0,3.0,33.3,1.0,3.0,33.3,0.0,0.0,0.0,3.0,4.0,75.0,3.0,0.0,3.0,1.0,2.0,0.0,1.0,4.0,3.0,-8.0,1,0
LA SALLE,7,E. Abadam,13.816666666666666,4.0,2.0,4.0,50.0,2.0,3.0,66.7,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,4.0,1.0,0.0,0.0,0.0,1.0,1.0,4.0,1,0
LA SALLE,34,L. Daep,7.316666666666666,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,4.0,75.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,-7.0,1,0
LA SALLE,19,D. Dungo,7.116666666666666,2.0,1.0,2.0,50.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1,0
LA SALLE,22,B. Nwankwo,8.333333333333334,2.0,1.0,2.0,50.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1,0
