TEAM,MINS,PTS,FGM,FGA,FG %,2PM,2PA,2P %,3PM,3PA,3P %,FTM,FTA,FT %,OFF,DEF,REB,AST,TO,STL,BLK,PF,Fls on:,+/-,PTO,PIP,SCP,BP,BL,PP,FBP,STP,GP,GW
UP,200.0,70.0,24.0,66.0,36.4,18.0,45.0,40.0,6.0,21.0,28.6,16.0,23.0,69.6,19.0,35.0,54.0,9.0,12.0,4.0,3.0,22.0,20.0,5.0,10,24,24,23,15,30,5,47,1,1
ADU,200.0,65.0,21.0,73.0,28.8,11.0,31.0,35.5,10.0,42.0,23.8,13.0,20.0,65.0,18.0,26.0,44.0,14.0,9.0,8.0,3.0,20.0,21.0,-5.0,3,10,8,49,0,42,7,16,1,0
