TEAM,NO.,PLAYER,MINS,PTS,FGM,FGA,FG %,2PM,2PA,2P %,3PM,3PA,3P %,FTM,FTA,FT %,OFF,DEF,REB,AST,TO,STL,BLK,PF,Fls on:,+/-,GP,GW
NU,20,J. Figueroa,39.2,13.0,5.0,16.0,31.3,5.0,11.0,45.5,0.0,5.0,0.0,3.0,5.0,60.0,2.0,8.0,10.0,8.0,4.0,2.0,2.0,2.0,4.0,11.0,1,1
NU,7,P. Francisco,20.766666666666666,13.0,4.0,9.0,44.4,0.0,3.0,0.0,4.0,6.0,66.7,1.0,2.0,50.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,13.0,1,1
NU,13,N. Enriquez,31.116666666666667,12.0,5.0,9.0,55.6,3.0,5.0,60.0,2.0,4.0,50.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,1.0,3.0,1.0,2.0,1.0,13.0,1,1
NU,18,O. John,39.45,11.0,5.0,8.0,62.5,5.0,8.0,62.5,0.0,0.0,0.0,1.0,1.0,100.0,1.0,8.0,9.0,0.0,2.0,0.0,1.0,3.0,5.0,4.0,1,1
NU,77,K. Padrones,5.9,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1,1
NU,10,J. Manansala,24.333333333333332,9.0,4.0,8.0,50.0,4.0,7.0,57.1,0.0,1.0,0.0,1.0,4.0,25.0,2.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,2.0,-10.0,1,1
NU,16,G. Santiago,21.916666666666668,7.0,2.0,5.0,40.0,1.0,1.0,100.0,1.0,4.0,25.0,2.0,3.0,66.7,0.0,3.0,3.0,1.0,1.0,3.0,0.0,5.0,3.0,-3.0,1,1
NU,12,R. Jumamoy,5.716666666666667,3.0,1.0,2.0,50.0,0.0,0.0,0.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,-1.0,1,1
NU,5,P. Palacielo,5.533333333333333,2.0,1.0,1.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,3.0,0.0,1.0,1,1
NU,11,T. Garcia,7.95,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,50.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,-3.0,1,1
NU,25,M. Dela Cruz,14.8,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,3.0,2.0,0.0,1.0,0.0,4.0,1.0,6.0,1,1
