TEAM,NO.,PLAYER,MINS,PTS,FGM,FGA,FG %,2PM,2PA,2P %,3PM,3PA,3P %,FTM,FTA,FT %,OFF,DEF,REB,AST,TO,STL,BLK,PF,Fls on:,+/-,GP,GW
ATENEO,24,D. Escobar,30.95,18.0,6.0,9.0,66.7,5.0,7.0,71.4,1.0,2.0,50.0,5.0,7.0,71.4,1.0,3.0,4.0,1.0,1.0,1.0,0.0,2.0,3.0,-3.0,1,0
ATENEO,1,K. Ladi,32.666666666666664,13.0,5.0,14.0,35.7,4.0,7.0,57.1,1.0,7.0,14.3,2.0,3.0,66.7,2.0,5.0,7.0,1.0,1.0,1.0,0.0,1.0,3.0,-8.0,1,0
ATENEO,14,D. Adili,24.966666666666665,11.0,5.0,10.0,50.0,5.0,10.0,50.0,0.0,0.0,0.0,1.0,4.0,25.0,5.0,6.0,11.0,3.0,1.0,0.0,0.0,5.0,2.0,3.0,1,0
ATENEO,9,J. Bahay,25.833333333333332,11.0,3.0,9.0,33.3,0.0,3.0,0.0,3.0,6.0,50.0,2.0,4.0,50.0,0.0,6.0,6.0,3.0,3.0,0.0,0.0,2.0,2.0,2.0,1,0
ATENEO,19,W. Espina,27.333333333333332,10.0,4.0,9.0,44.4,2.0,5.0,40.0,2.0,4.0,50.0,0.0,0.0,0.0,3.0,1.0,4.0,2.0,0.0,0.0,1.0,2.0,1.0,-8.0,1,0
ATENEO,7,I. Espinosa,10.5,4.0,1.0,4.0,25.0,0.0,1.0,0.0,1.0,3.0,33.3,1.0,2.0,50.0,1.0,2.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,-3.0,1,0
ATENEO,16,J. Lazaro,15.75,3.0,1.0,4.0,25.0,1.0,4.0,25.0,0.0,0.0,0.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,1.0,-10.0,1,0
ATENEO,10,S. Tuano,7.666666666666667,2.0,1.0,3.0,33.3,1.0,2.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,4.0,0.0,3.0,1,0
ATENEO,15,J. Lazo,4.483333333333333,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-6.0,1,0
ATENEO,30,L. Fjellvang,2.6833333333333336,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1,0
ATENEO,3,A. Bongo,17.083333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,-3.0,1,0
LA SALLE,11,J. Cortez,32.96666666666667,20.0,9.0,12.0,75.0,8.0,9.0,88.9,1.0,3.0,33.3,1.0,6.0,16.7,0.0,3.0,3.0,7.0,2.0,1.0,0.0,0.0,5.0,6.0,1,1
LA SALLE,25,M. Phillips,33.96666666666667,13.0,5.0,9.0,55.6,5.0,9.0,55.6,0.0,0.0,0.0,3.0,4.0,75.0,5.0,11.0,16.0,4.0,1.0,2.0,0.0,2.0,7.0,4.0,1,1
LA SALLE,2,V. Marasigan,24.2,12.0,6.0,12.0,50.0,6.0,10.0,60.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,4.0,0.0,5.0,1,1
LA SALLE,1,J. Macalalag,28.75,8.0,3.0,9.0,33.3,1.0,4.0,25.0,2.0,5.0,40.0,0.0,0.0,0.0,1.0,3.0,4.0,1.0,0.0,1.0,0.0,3.0,2.0,5.0,1,1
LA SALLE,7,E. Abadam,27.316666666666666,7.0,3.0,9.0,33.3,2.0,4.0,50.0,1.0,5.0,20.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,7.0,1,1
LA SALLE,9,L. Pablo,22.05,9.0,2.0,5.0,40.0,2.0,5.0,40.0,0.0,0.0,0.0,5.0,6.0,83.3,2.0,2.0,4.0,0.0,1.0,0.0,2.0,0.0,6.0,7.0,1,1
LA SALLE,6,R. Melencio,5.816666666666666,5.0,2.0,3.0,66.7,1.0,1.0,100.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-2.0,1,1
LA SALLE,19,D. Dungo,11.566666666666666,4.0,1.0,4.0,25.0,1.0,3.0,33.3,0.0,1.0,0.0,2.0,2.0,100.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1,1
LA SALLE,0,G. Quines,4.85,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,-4.0,1,1
LA SALLE,21,M. Amos,8.45,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1
