TEAM,MINS,PTS,FGM,FGA,FG %,2PM,2PA,2P %,3PM,3PA,3P %,FTM,FTA,FT %,OFF,DEF,REB,AST,TO,STL,BLK,PF,Fls on:,+/-,PTO,PIP,SCP,BP,BL,PP,FBP,STP,GP,GW
ADU,200.0,61.0,21.0,59.0,35.6,16.0,34.0,47.1,5.0,25.0,20.0,14.0,21.0,66.7,13.0,28.0,41.0,12.0,11.0,8.0,5.0,21.0,17.0,1.0,11,18,10,23,6,29,2,38,1,1
LA SALLE,200.0,60.0,20.0,67.0,29.9,13.0,40.0,32.5,7.0,27.0,25.9,13.0,27.0,48.1,23.0,29.0,52.0,14.0,15.0,9.0,1.0,19.0,20.0,-1.0,12,18,11,20,7,29,7,40,1,0
