TEAM,NO.,PLAYER,MINS,PTS,FGM,FGA,FG %,2PM,2PA,2P %,3PM,3PA,3P %,FTM,FTA,FT %,OFF,DEF,REB,AST,TO,STL,BLK,PF,Fls on:,+/-,GP,GW
ATENEO,1,K. Ladi,24.816666666666666,12.0,5.0,14.0,35.7,3.0,7.0,42.9,2.0,7.0,28.6,0.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,0.0,2.0,4.0,0.0,-9.0,1,0
ATENEO,3,A. Bongo,27.866666666666667,9.0,2.0,9.0,22.2,1.0,4.0,25.0,1.0,5.0,20.0,4.0,6.0,66.7,2.0,7.0,9.0,1.0,1.0,0.0,0.0,1.0,3.0,5.0,1,0
ATENEO,24,D. Escobar,26.7,6.0,2.0,5.0,40.0,2.0,4.0,50.0,0.0,1.0,0.0,2.0,4.0,50.0,2.0,5.0,7.0,3.0,1.0,0.0,0.0,3.0,3.0,-10.0,1,0
ATENEO,19,W. Espina,22.383333333333333,3.0,1.0,7.0,14.3,1.0,4.0,25.0,0.0,3.0,0.0,1.0,2.0,50.0,2.0,1.0,3.0,1.0,0.0,3.0,0.0,2.0,5.0,-8.0,1,0
ATENEO,9,J. Bahay,14.166666666666666,2.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,2.0,2.0,100.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,3.0,-17.0,1,0
ATENEO,7,I. Espinosa,21.916666666666668,5.0,1.0,6.0,16.7,0.0,3.0,0.0,1.0,3.0,33.3,2.0,2.0,100.0,1.0,1.0,2.0,3.0,1.0,1.0,0.0,1.0,4.0,-5.0,1,0
ATENEO,10,S. Tuano,20.166666666666668,4.0,2.0,4.0,50.0,2.0,3.0,66.7,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,0.0,1.0,0.0,0.0,3.0,1.0,-20.0,1,0
ATENEO,16,J. Lazaro,19.966666666666665,4.0,1.0,3.0,33.3,1.0,3.0,33.3,0.0,0.0,0.0,2.0,2.0,100.0,1.0,1.0,2.0,0.0,2.0,1.0,0.0,3.0,3.0,-8.0,1,0
ATENEO,30,L. Fjellvang,4.65,3.0,1.0,1.0,100.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,-3.0,1,0
ATENEO,15,J. Lazo,9.583333333333334,2.0,1.0,3.0,33.3,1.0,1.0,100.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,2.0,1,0
