TEAM,NO.,PLAYER,MINS,PTS,FGM,FGA,FG %,2PM,2PA,2P %,3PM,3PA,3P %,FTM,FTA,FT %,OFF,DEF,REB,AST,TO,STL,BLK,PF,Fls on:,+/-,GP,GW
LA SALLE,7,E. Abadam,27.283333333333335,18.0,7.0,16.0,43.8,3.0,7.0,42.9,4.0,9.0,44.4,0.0,2.0,0.0,1.0,2.0,3.0,3.0,2.0,0.0,0.0,2.0,1.0,-4.0,1,0
LA SALLE,1,J. Macalalag,29.116666666666667,14.0,6.0,11.0,54.5,4.0,8.0,50.0,2.0,3.0,66.7,0.0,0.0,0.0,1.0,0.0,1.0,5.0,0.0,0.0,0.0,2.0,2.0,4.0,1,0
LA SALLE,25,M. Phillips,28.116666666666667,14.0,6.0,10.0,60.0,6.0,10.0,60.0,0.0,0.0,0.0,2.0,7.0,28.6,10.0,9.0,19.0,2.0,1.0,0.0,0.0,4.0,5.0,5.0,1,0
LA SALLE,11,J. Cortez,33.03333333333333,10.0,2.0,14.0,14.3,2.0,9.0,22.2,0.0,5.0,0.0,6.0,7.0,85.7,0.0,3.0,3.0,6.0,3.0,3.0,1.0,2.0,8.0,-2.0,1,0
LA SALLE,19,D. Dungo,16.35,4.0,1.0,4.0,25.0,1.0,3.0,33.3,0.0,1.0,0.0,2.0,2.0,100.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,-1.0,1,0
LA SALLE,9,L. Pablo,22.266666666666666,11.0,5.0,7.0,71.4,4.0,6.0,66.7,1.0,1.0,100.0,0.0,2.0,0.0,1.0,2.0,3.0,1.0,0.0,1.0,0.0,3.0,1.0,6.0,1,0
LA SALLE,22,B. Nwankwo,7.583333333333333,4.0,2.0,2.0,100.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,3.0,1.0,0.0,1.0,3.0,2.0,1.0,-5.0,1,0
LA SALLE,32,E. Gollena,21.166666666666668,4.0,2.0,4.0,50.0,2.0,3.0,66.7,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,1,0
LA SALLE,0,G. Quines,7.916666666666667,2.0,1.0,3.0,33.3,1.0,3.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-7.0,1,0
LA SALLE,6,R. Melencio,7.083333333333333,2.0,1.0,2.0,50.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-3.0,1,0
FEU,13,J. Pasaol,30.666666666666668,17.0,7.0,15.0,46.7,6.0,9.0,66.7,1.0,6.0,16.7,2.0,3.0,66.7,0.0,1.0,1.0,7.0,2.0,0.0,0.0,2.0,3.0,-5.0,1,1
FEU,35,M. Konateh,31.316666666666666,14.0,6.0,11.0,54.5,6.0,11.0,54.5,0.0,0.0,0.0,2.0,4.0,50.0,4.0,5.0,9.0,3.0,3.0,0.0,0.0,4.0,6.0,4.0,1,1
FEU,3,J. Bautista,28.2,12.0,6.0,13.0,46.2,6.0,12.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,2.0,1.0,0.0,0.0,2.0,1.0,7.0,1,1
FEU,31,K. Mongcopa,29.716666666666665,10.0,4.0,13.0,30.8,4.0,8.0,50.0,0.0,5.0,0.0,2.0,2.0,100.0,1.0,9.0,10.0,7.0,4.0,1.0,1.0,1.0,4.0,-5.0,1,1
FEU,5,J. Daa,18.2,10.0,4.0,6.0,66.7,3.0,5.0,60.0,1.0,1.0,100.0,1.0,1.0,100.0,2.0,4.0,6.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,1,1
FEU,72,L. Felipe,15.616666666666667,9.0,3.0,4.0,75.0,0.0,1.0,0.0,3.0,3.0,100.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,1,1
FEU,10,R. Montemayor,14.016666666666667,7.0,3.0,5.0,60.0,3.0,5.0,60.0,0.0,0.0,0.0,1.0,3.0,33.3,1.0,1.0,2.0,0.0,0.0,0.0,0.0,5.0,2.0,2.0,1,1
FEU,6,N. Owens,24.0,5.0,2.0,6.0,33.3,1.0,2.0,50.0,1.0,4.0,25.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,0.0,3.0,1.0,1.0,1,1
FEU,27,M. Ona,5.833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1,1
FEU,11,J. Jones,2.3333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,1,1
