TEAM,MINS,PTS,FGM,FGA,FG %,2PM,2PA,2P %,3PM,3PA,3P %,FTM,FTA,FT %,OFF,DEF,REB,AST,TO,STL,BLK,PF,Fls on:,+/-,PTO,PIP,SCP,BP,BL,PP,FBP,STP,GP,GW
UP,200.0,69.0,25.0,73.0,34.2,17.0,44.0,38.6,8.0,29.0,27.6,11.0,16.0,68.8,14.0,31.0,45.0,14.0,16.0,13.0,6.0,24.0,17.0,-3.0,7,24,11,32,8,34,8,37,1,0
LA SALLE,200.0,72.0,28.0,70.0,40.0,25.0,53.0,47.2,3.0,17.0,17.6,13.0,24.0,54.2,18.0,36.0,54.0,15.0,16.0,7.0,2.0,17.0,22.0,3.0,17,44,17,29,7,15,8,43,1,1
