TEAM,MINS,PTS,FGM,FGA,FG %,2PM,2PA,2P %,3PM,3PA,3P %,FTM,FTA,FT %,OFF,DEF,REB,AST,TO,STL,BLK,PF,Fls on:,+/-,PTO,PIP,SCP,BP,BL,PP,FBP,STP,GP,GW
UST,200.0,88.0,28.0,55.0,50.9,24.0,41.0,58.5,4.0,14.0,28.6,28.0,52.0,53.8,14.0,29.0,43.0,17.0,19.0,10.0,2.0,22.0,38.0,-1.0,18,42,7,22,15,18,10,66,1,0
UP,200.0,89.0,33.0,68.0,48.5,23.0,40.0,57.5,10.0,28.0,35.7,13.0,19.0,68.4,9.0,25.0,34.0,14.0,15.0,11.0,2.0,39.0,21.0,1.0,13,26,8,50,8,50,8,39,1,1
