TEAM,NO.,PLAYER,MINS,PTS,FGM,FGA,FG %,2PM,2PA,2P %,3PM,3PA,3P %,FTM,FTA,FT %,OFF,DEF,REB,AST,TO,STL,BLK,PF,Fls on:,+/-,GP,GW
UE,35,P. Momowei,37.9,19.0,6.0,10.0,60.0,6.0,10.0,60.0,0.0,0.0,0.0,7.0,10.0,70.0,5.0,13.0,18.0,4.0,3.0,1.0,2.0,4.0,7.0,2.0,1,0
UE,7,W. Lingolingo,36.35,19.0,6.0,21.0,28.6,2.0,7.0,28.6,4.0,14.0,28.6,3.0,3.0,100.0,1.0,4.0,5.0,4.0,0.0,0.0,1.0,3.0,4.0,5.0,1,0
UE,11,J. Abate,34.06666666666667,18.0,6.0,13.0,46.2,4.0,6.0,66.7,2.0,7.0,28.6,4.0,5.0,80.0,0.0,4.0,4.0,6.0,3.0,1.0,0.0,5.0,5.0,2.0,1,0
UE,18,D. Despi,24.1,8.0,3.0,8.0,37.5,2.0,7.0,28.6,1.0,1.0,100.0,1.0,2.0,50.0,1.0,3.0,4.0,2.0,4.0,0.0,0.0,0.0,2.0,-10.0,1,0
UE,8,D. Robles,28.283333333333335,2.0,1.0,4.0,25.0,1.0,4.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,3.0,1.0,4.0,1.0,-4.0,1,0
UE,0,J. Datumalim,11.516666666666667,6.0,2.0,5.0,40.0,0.0,1.0,0.0,2.0,4.0,50.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,3.0,-2.0,1,0
UE,3,C. Cruz Dumont,17.95,2.0,1.0,2.0,50.0,1.0,1.0,100.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,1,0
UE,5,D. Caoile,3.5666666666666664,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,-6.0,1,0
UE,4,T. Lagat,4.083333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,-3.0,1,0
UE,15,T. Malaga,2.0833333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-6.0,1,0
ATENEO,1,K. Ladi,29.95,16.0,7.0,16.0,43.8,5.0,8.0,62.5,2.0,8.0,25.0,0.0,0.0,0.0,2.0,7.0,9.0,1.0,3.0,0.0,0.0,2.0,1.0,15.0,1,1
ATENEO,14,D. Adili,24.75,15.0,6.0,12.0,50.0,6.0,12.0,50.0,0.0,0.0,0.0,3.0,6.0,50.0,3.0,10.0,13.0,2.0,2.0,2.0,1.0,3.0,7.0,8.0,1,1
ATENEO,24,D. Escobar,27.1,11.0,4.0,10.0,40.0,3.0,5.0,60.0,1.0,5.0,20.0,2.0,6.0,33.3,2.0,3.0,5.0,3.0,0.0,2.0,0.0,2.0,3.0,9.0,1,1
ATENEO,19,W. Espina,27.916666666666668,7.0,3.0,6.0,50.0,2.0,3.0,66.7,1.0,3.0,33.3,0.0,0.0,0.0,4.0,0.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,5.0,1,1
ATENEO,9,J. Bahay,12.116666666666667,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,3.0,3.0,-6.0,1,1
ATENEO,7,I. Espinosa,16.45,13.0,3.0,7.0,42.9,0.0,2.0,0.0,3.0,5.0,60.0,4.0,6.0,66.7,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,3.0,10.0,1,1
ATENEO,10,S. Tuano,22.683333333333334,9.0,2.0,10.0,20.0,2.0,8.0,25.0,0.0,2.0,0.0,5.0,7.0,71.4,1.0,2.0,3.0,5.0,1.0,2.0,0.0,1.0,5.0,4.0,1,1
ATENEO,16,J. Lazaro,14.15,4.0,2.0,3.0,66.7,2.0,3.0,66.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,5.0,1.0,0.0,0.0,0.0,3.0,0.0,-11.0,1,1
ATENEO,3,A. Bongo,8.516666666666667,3.0,1.0,2.0,50.0,0.0,0.0,0.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,-8.0,1,1
ATENEO,15,J. Lazo,14.833333333333334,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,2.0,0.0,-1.0,1,1
ATENEO,30,L. Fjellvang,1.4333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,-5.0,1,1
