TEAM,NO.,PLAYER,MINS,PTS,FGM,FGA,FG %,2PM,2PA,2P %,3PM,3PA,3P %,FTM,FTA,FT %,OFF,DEF,REB,AST,TO,STL,BLK,PF,Fls on:,+/-,GP,GW
FEU,35,M. Konateh,37.85,18.0,7.0,14.0,50.0,7.0,12.0,58.3,0.0,2.0,0.0,4.0,6.0,66.7,7.0,14.0,21.0,3.0,2.0,1.0,2.0,1.0,5.0,11.0,1,1
FEU,31,K. Mongcopa,28.033333333333335,15.0,7.0,19.0,36.8,6.0,15.0,40.0,1.0,4.0,25.0,0.0,0.0,0.0,1.0,4.0,5.0,2.0,3.0,1.0,2.0,1.0,0.0,13.0,1,1
FEU,13,J. Pasaol,25.483333333333334,13.0,5.0,14.0,35.7,3.0,11.0,27.3,2.0,3.0,66.7,1.0,2.0,50.0,2.0,4.0,6.0,5.0,3.0,2.0,0.0,0.0,4.0,4.0,1,1
FEU,5,J. Daa,25.133333333333333,5.0,1.0,5.0,20.0,0.0,2.0,0.0,1.0,3.0,33.3,2.0,2.0,100.0,2.0,2.0,4.0,1.0,0.0,2.0,0.0,0.0,2.0,3.0,1,1
FEU,3,J. Bautista,18.333333333333332,2.0,1.0,6.0,16.7,1.0,4.0,25.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,1.0,3.0,0.0,3.0,0.0,12.0,1,1
FEU,6,N. Owens,28.883333333333333,9.0,3.0,6.0,50.0,2.0,3.0,66.7,1.0,3.0,33.3,2.0,2.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,-4.0,1,1
FEU,72,L. Felipe,10.383333333333333,2.0,0.0,5.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,2.0,2.0,100.0,2.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,4.0,1,1
FEU,4,A. Macapagal,3.1333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1,1
FEU,27,M. Ona,3.7333333333333334,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,-8.0,1,1
FEU,10,R. Montemayor,8.733333333333333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,-3.0,1,1
FEU,11,J. Jones,3.1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,1,1
FEU,15,A. Bagunu,0.6333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-4.0,1,1
