TEAM,NO.,PLAYER,MINS,PTS,FGM,FGA,FG %,2PM,2PA,2P %,3PM,3PA,3P %,FTM,FTA,FT %,OFF,DEF,REB,AST,TO,STL,BLK,PF,Fls on:,+/-,GP,GW
LA SALLE,1,J. Macalalag,30.433333333333334,18.0,6.0,14.0,42.9,2.0,8.0,25.0,4.0,6.0,66.7,2.0,2.0,100.0,2.0,2.0,4.0,3.0,1.0,1.0,0.0,3.0,1.0,6.0,1,1
LA SALLE,11,J. Cortez,29.183333333333334,12.0,5.0,17.0,29.4,3.0,9.0,33.3,2.0,8.0,25.0,0.0,0.0,0.0,1.0,1.0,2.0,4.0,1.0,1.0,0.0,2.0,2.0,6.0,1,1
LA SALLE,25,M. Phillips,30.85,6.0,2.0,6.0,33.3,2.0,5.0,40.0,0.0,1.0,0.0,2.0,2.0,100.0,3.0,10.0,13.0,6.0,3.0,1.0,1.0,3.0,4.0,6.0,1,1
LA SALLE,19,D. Dungo,11.916666666666666,5.0,2.0,5.0,40.0,2.0,3.0,66.7,0.0,2.0,0.0,1.0,1.0,100.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,2.0,1,1
LA SALLE,9,L. Pablo,21.633333333333333,4.0,1.0,4.0,25.0,1.0,4.0,25.0,0.0,0.0,0.0,2.0,2.0,100.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,2.0,-5.0,1,1
LA SALLE,2,V. Marasigan,18.883333333333333,10.0,4.0,6.0,66.7,4.0,4.0,100.0,0.0,2.0,0.0,2.0,6.0,33.3,2.0,3.0,5.0,4.0,1.0,1.0,0.0,1.0,3.0,4.0,1,1
LA SALLE,7,E. Abadam,18.333333333333332,10.0,4.0,6.0,66.7,3.0,3.0,100.0,1.0,3.0,33.3,1.0,1.0,100.0,1.0,6.0,7.0,0.0,2.0,0.0,0.0,4.0,3.0,11.0,1,1
LA SALLE,34,L. Daep,11.533333333333333,8.0,3.0,4.0,75.0,3.0,4.0,75.0,0.0,0.0,0.0,2.0,2.0,100.0,0.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,4.0,1,1
LA SALLE,32,E. Gollena,16.333333333333332,8.0,3.0,5.0,60.0,1.0,2.0,50.0,2.0,3.0,66.7,0.0,2.0,0.0,1.0,3.0,4.0,0.0,2.0,0.0,0.0,3.0,2.0,5.0,1,1
LA SALLE,0,G. Quines,3.7,5.0,2.0,2.0,100.0,1.0,1.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1,1
LA SALLE,22,B. Nwankwo,7.116666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1,1
UST,28,C. Akowe,34.55,20.0,9.0,13.0,69.2,9.0,13.0,69.2,0.0,0.0,0.0,2.0,7.0,28.6,5.0,9.0,14.0,1.0,2.0,1.0,1.0,3.0,8.0,-5.0,1,0
UST,10,G. Crisostomo,23.283333333333335,15.0,6.0,10.0,60.0,3.0,4.0,75.0,3.0,6.0,50.0,0.0,0.0,0.0,5.0,3.0,8.0,1.0,1.0,0.0,1.0,3.0,1.0,0.0,1,0
UST,14,M. Llemit,28.066666666666666,13.0,5.0,12.0,41.7,4.0,7.0,57.1,1.0,5.0,20.0,2.0,5.0,40.0,1.0,4.0,5.0,2.0,1.0,0.0,0.0,2.0,4.0,-1.0,1,0
UST,9,N. Cabanero,33.166666666666664,12.0,6.0,14.0,42.9,6.0,10.0,60.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,4.0,3.0,0.0,0.0,4.0,2.0,-16.0,1,0
UST,11,F. Padrigao,31.883333333333333,3.0,1.0,8.0,12.5,0.0,3.0,0.0,1.0,5.0,20.0,0.0,0.0,0.0,0.0,4.0,4.0,10.0,2.0,1.0,0.0,1.0,1.0,-7.0,1,0
UST,12,I. Danting,11.183333333333334,5.0,2.0,4.0,50.0,1.0,1.0,100.0,1.0,3.0,33.3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,1,0
UST,20,A. Acido,16.55,4.0,2.0,8.0,25.0,2.0,5.0,40.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,0.0,1.0,0.0,0.0,2.0,0.0,-15.0,1,0
UST,3,K. Paranada,10.166666666666666,3.0,1.0,5.0,20.0,0.0,2.0,0.0,1.0,3.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0
UST,2,I. Calum,5.916666666666667,2.0,1.0,1.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,-2.0,1,0
UST,19,K. Buenaflor,3.533333333333333,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-2.0,1,0
UST,1,L. Estacio,1.6333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,1,0
