TEAM,MINS,PTS,FGM,FGA,FG %,2PM,2PA,2P %,3PM,3PA,3P %,FTM,FTA,FT %,OFF,DEF,REB,AST,TO,STL,BLK,PF,Fls on:,+/-,PTO,PIP,SCP,BP,BL,PP,FBP,STP,GP,GW
LA SALLE,225.0,111.0,40.0,87.0,46.0,35.0,60.0,58.3,5.0,27.0,18.5,26.0,33.0,78.8,15.0,25.0,40.0,20.0,8.0,13.0,0.0,24.0,24.0,1.0,12,56,10,58,5,29,8,53,1,1
UE,225.0,110.0,39.0,73.0,53.4,27.0,46.0,58.7,12.0,27.0,44.4,20.0,28.0,71.4,10.0,33.0,43.0,26.0,21.0,4.0,3.0,25.0,23.0,-1.0,6,50,7,13,21,40,17,97,1,0
