TEAM,MINS,PTS,FGM,FGA,FG %,2PM,2PA,2P %,3PM,3PA,3P %,FTM,FTA,FT %,OFF,DEF,REB,AST,TO,STL,BLK,PF,Fls on:,+/-,PTO,PIP,SCP,BP,BL,PP,FBP,STP,GP,GW
FEU,200.0,64.0,23.0,58.0,39.7,17.0,37.0,45.9,6.0,21.0,28.6,12.0,21.0,57.1,12.0,27.0,39.0,15.0,13.0,5.0,7.0,17.0,23.0,-6.0,14,30,13,20,3,22,14,44,1,0
NU,200.0,70.0,27.0,74.0,36.5,22.0,50.0,44.0,5.0,24.0,20.8,11.0,15.0,73.3,20.0,23.0,43.0,17.0,9.0,6.0,1.0,23.0,16.0,6.0,13,30,10,38,11,29,7,32,1,1
