TEAM,MINS,PTS,FGM,FGA,FG %,2PM,2PA,2P %,3PM,3PA,3P %,FTM,FTA,FT %,OFF,DEF,REB,AST,TO,STL,BLK,PF,Fls on:,+/-,PTO,PIP,SCP,BP,BL,PP,FBP,STP,GP,GW
UE,200.0,57.0,20.0,61.0,32.8,17.0,41.0,41.5,3.0,20.0,15.0,14.0,23.0,60.9,11.0,25.0,36.0,11.0,18.0,7.0,2.0,14.0,19.0,-15.0,6,22,6,26,0,21,1,31,1,0
NU,200.0,72.0,30.0,68.0,44.1,24.0,51.0,47.1,6.0,17.0,35.3,6.0,7.0,85.7,12.0,32.0,44.0,19.0,19.0,14.0,5.0,19.0,14.0,15.0,21,36,13,33,23,30,18,39,1,1
