TEAM,MINS,PTS,FGM,FGA,FG %,2PM,2PA,2P %,3PM,3PA,3P %,FTM,FTA,FT %,OFF,DEF,REB,AST,TO,STL,BLK,PF,Fls on:,+/-,PTO,PIP,SCP,BP,BL,PP,FBP,STP,GP,GW
UST,200.0,93.0,34.0,74.0,45.9,28.0,49.0,57.1,6.0,25.0,24.0,19.0,26.0,73.1,16.0,32.0,48.0,16.0,17.0,9.0,5.0,22.0,25.0,9.0,20,48,19,32,11,26,14,61,1,1
LA SALLE,200.0,84.0,32.0,72.0,44.4,23.0,48.0,47.9,9.0,24.0,37.5,11.0,21.0,52.4,12.0,27.0,39.0,21.0,17.0,9.0,1.0,26.0,22.0,-9.0,22,42,8,35,12,31,6,49,1,0
