TEAM,MINS,PTS,FGM,FGA,FG %,2PM,2PA,2P %,3PM,3PA,3P %,FTM,FTA,FT %,OFF,DEF,REB,AST,TO,STL,BLK,PF,Fls on:,+/-,PTO,PIP,SCP,BP,BL,PP,FBP,STP,GP,GW
ADU,200.0,61.0,22.0,67.0,32.8,16.0,35.0,45.7,6.0,32.0,18.8,11.0,13.0,84.6,16.0,26.0,42.0,12.0,14.0,3.0,6.0,15.0,14.0,-11.0,4,22,10,26,4,28,4,35,1,0
ATENEO,200.0,72.0,28.0,63.0,44.4,20.0,41.0,48.8,8.0,22.0,36.4,8.0,12.0,66.7,10.0,26.0,36.0,16.0,8.0,7.0,4.0,15.0,15.0,11.0,14,22,8,24,26,42,7,48,1,1
