TEAM,NO.,PLAYER,MINS,PTS,FGM,FGA,FG %,2PM,2PA,2P %,3PM,3PA,3P %,FTM,FTA,FT %,OFF,DEF,REB,AST,TO,STL,BLK,PF,Fls on:,+/-,GP,GW
FEU,13,J. Pasaol,26.833333333333332,15.0,5.0,14.0,35.7,4.0,10.0,40.0,1.0,4.0,25.0,4.0,6.0,66.7,0.0,5.0,5.0,8.0,1.0,2.0,1.0,1.0,8.0,6.0,1,0
FEU,31,K. Mongcopa,27.566666666666666,10.0,3.0,10.0,30.0,3.0,8.0,37.5,0.0,2.0,0.0,4.0,8.0,50.0,2.0,3.0,5.0,2.0,2.0,0.0,1.0,2.0,5.0,-1.0,1,0
FEU,5,J. Daa,16.466666666666665,7.0,3.0,5.0,60.0,2.0,4.0,50.0,1.0,1.0,100.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,-4.0,1,0
FEU,6,N. Owens,25.15,7.0,2.0,3.0,66.7,1.0,1.0,100.0,1.0,2.0,50.0,2.0,2.0,100.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,1.0,-5.0,1,0
FEU,35,M. Konateh,31.683333333333334,5.0,2.0,6.0,33.3,2.0,6.0,33.3,0.0,0.0,0.0,1.0,1.0,100.0,4.0,11.0,15.0,2.0,4.0,1.0,4.0,4.0,3.0,-6.0,1,0
FEU,3,J. Bautista,20.65,5.0,2.0,6.0,33.3,1.0,1.0,100.0,1.0,5.0,20.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,3.0,-13.0,1,0
FEU,72,L. Felipe,15.366666666666667,5.0,2.0,5.0,40.0,1.0,2.0,50.0,1.0,3.0,33.3,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,-4.0,1,0
FEU,10,R. Montemayor,16.3,4.0,2.0,5.0,40.0,2.0,3.0,66.7,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,-5.0,1,0
FEU,11,J. Jones,8.166666666666666,4.0,1.0,1.0,100.0,0.0,0.0,0.0,1.0,1.0,100.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0
FEU,27,M. Ona,11.733333333333333,2.0,1.0,3.0,33.3,1.0,2.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,0.0,2.0,1,0
NU,20,J. Figueroa,35.733333333333334,17.0,7.0,16.0,43.8,6.0,11.0,54.5,1.0,5.0,20.0,2.0,2.0,100.0,1.0,5.0,6.0,5.0,3.0,1.0,1.0,2.0,4.0,0.0,1,1
NU,7,P. Francisco,27.25,9.0,4.0,11.0,36.4,3.0,5.0,60.0,1.0,6.0,16.7,0.0,0.0,0.0,1.0,2.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,-5.0,1,1
NU,13,N. Enriquez,19.666666666666668,4.0,1.0,9.0,11.1,1.0,5.0,20.0,0.0,4.0,0.0,2.0,3.0,66.7,1.0,4.0,5.0,5.0,1.0,2.0,0.0,4.0,1.0,-1.0,1,1
NU,18,O. John,25.9,2.0,1.0,7.0,14.3,1.0,7.0,14.3,0.0,0.0,0.0,0.0,2.0,0.0,3.0,2.0,5.0,0.0,0.0,0.0,0.0,3.0,3.0,8.0,1,1
NU,25,M. Dela Cruz,10.766666666666667,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,1,1
NU,5,P. Palacielo,14.1,10.0,3.0,5.0,60.0,3.0,5.0,60.0,0.0,0.0,0.0,4.0,4.0,100.0,2.0,2.0,4.0,2.0,3.0,1.0,0.0,1.0,3.0,-2.0,1,1
NU,10,J. Manansala,22.5,8.0,3.0,7.0,42.9,3.0,5.0,60.0,0.0,2.0,0.0,2.0,2.0,100.0,3.0,6.0,9.0,1.0,0.0,1.0,0.0,4.0,2.0,11.0,1,1
NU,12,R. Jumamoy,12.7,8.0,3.0,6.0,50.0,1.0,2.0,50.0,2.0,4.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,1
NU,22,M. Parks,15.583333333333334,5.0,2.0,4.0,50.0,1.0,1.0,100.0,1.0,3.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,15.0,1,1
NU,77,K. Padrones,5.633333333333333,4.0,2.0,3.0,66.7,2.0,3.0,66.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1,1
NU,11,T. Garcia,7.55,2.0,1.0,5.0,20.0,1.0,5.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,6.0,1,1
NU,24,N. Tulabut,1.65,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,1,1
NU,14,J. Solomon,0.8666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,1,1
