TEAM,NO.,PLAYER,MINS,PTS,FGM,FGA,FG %,2PM,2PA,2P %,3PM,3PA,3P %,FTM,FTA,FT %,OFF,DEF,REB,AST,TO,STL,BLK,PF,Fls on:,+/-,GP,GW
UP,19,G. Abadiano,28.7,15.0,6.0,12.0,50.0,4.0,7.0,57.1,2.0,5.0,40.0,1.0,2.0,50.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,3.0,9.0,7.0,1,0
UP,55,J. Stevens,18.266666666666666,10.0,3.0,6.0,50.0,3.0,6.0,50.0,0.0,0.0,0.0,4.0,8.0,50.0,1.0,3.0,4.0,0.0,2.0,0.0,0.0,3.0,5.0,3.0,1,0
UP,9,F. Nnoruka,29.866666666666667,8.0,3.0,8.0,37.5,3.0,8.0,37.5,0.0,0.0,0.0,2.0,4.0,50.0,3.0,5.0,8.0,1.0,3.0,0.0,1.0,5.0,5.0,1.0,1,0
UP,2,R. Torres,15.066666666666666,4.0,1.0,5.0,20.0,1.0,3.0,33.3,0.0,2.0,0.0,2.0,2.0,100.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,-9.0,1,0
UP,10,T. Fortea,12.683333333333334,4.0,1.0,3.0,33.3,0.0,0.0,0.0,1.0,3.0,33.3,1.0,2.0,50.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,-9.0,1,0
UP,18,H. Alarcon,24.4,12.0,2.0,7.0,28.6,1.0,3.0,33.3,1.0,4.0,25.0,7.0,9.0,77.8,2.0,4.0,6.0,3.0,2.0,0.0,0.0,1.0,3.0,-3.0,1,0
UP,17,M. Palanca,12.966666666666667,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,66.7,2.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,1,0
UP,8,J. Bayla,12.05,2.0,1.0,3.0,33.3,1.0,3.0,33.3,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,-6.0,1,0
UP,16,R. Remogat,20.25,0.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,3.0,1.0,0.0,0.0,2.0,1.0,3.0,1,0
UP,20,E. Felicida,10.766666666666667,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,-1.0,1,0
UP,13,M. Belmonte,9.65,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,1,0
UP,30,M. Yniguez,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-3.0,1,0
UP,33,S. Alter,1.4333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-1.0,1,0
ADU,27,A. Fransman,22.05,10.0,2.0,9.0,22.2,1.0,4.0,25.0,1.0,5.0,20.0,5.0,6.0,83.3,1.0,7.0,8.0,1.0,1.0,0.0,0.0,2.0,3.0,7.0,1,1
ADU,15,R. Torres,17.916666666666668,10.0,4.0,7.0,57.1,2.0,2.0,100.0,2.0,5.0,40.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,2.0,0.0,1.0,1.0,8.0,1,1
ADU,3,M. Montebon,22.133333333333333,8.0,2.0,12.0,16.7,1.0,7.0,14.3,1.0,5.0,20.0,3.0,3.0,100.0,1.0,1.0,2.0,1.0,3.0,2.0,0.0,2.0,2.0,2.0,1,1
ADU,11,J. Barcelona,8.083333333333334,3.0,1.0,1.0,100.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,1.0,1,1
ADU,8,H. Demisana,5.55,2.0,1.0,1.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,1,1
ADU,21,J. Medina,11.9,2.0,1.0,6.0,16.7,1.0,3.0,33.3,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,-16.0,1,1
ADU,33,J. Tumaneng,5.333333333333333,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,50.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,-2.0,1,1
ADU,9,L. Perez,9.416666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,1,1
ADU,30,C. Ronzone,5.683333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,1,1
ADU,10,C. Manzano,23.25,8.0,3.0,5.0,60.0,3.0,4.0,75.0,0.0,1.0,0.0,2.0,2.0,100.0,1.0,6.0,7.0,4.0,1.0,0.0,1.0,5.0,5.0,1.0,1,1
ADU,20,E. Anabo,22.1,6.0,1.0,5.0,20.0,0.0,0.0,0.0,1.0,5.0,20.0,3.0,5.0,60.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,4.0,4.0,11.0,1,1
ADU,32,A. Ronzone,20.033333333333335,6.0,2.0,3.0,66.7,1.0,1.0,100.0,1.0,2.0,50.0,1.0,2.0,50.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,4.0,2.0,1.0,1,1
ADU,18,J. Erolon,14.5,6.0,2.0,8.0,25.0,2.0,5.0,40.0,0.0,3.0,0.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,-1.0,1,1
ADU,23,M. Ojarikre,11.933333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,0.0,2.0,3.0,0.0,-6.0,1,1
