TEAM,MINS,PTS,FGM,FGA,FG %,2PM,2PA,2P %,3PM,3PA,3P %,FTM,FTA,FT %,OFF,DEF,REB,AST,TO,STL,BLK,PF,Fls on:,+/-,PTO,PIP,SCP,BP,BL,PP,FBP,STP,GP,GW
ATENEO,200.0,77.0,27.0,55.0,49.1,17.0,34.0,50.0,10.0,21.0,47.6,13.0,17.0,76.5,6.0,20.0,26.0,23.0,13.0,11.0,2.0,12.0,18.0,19.0,24,26,5,49,19,38,10,28,1,1
ADU,200.0,58.0,21.0,58.0,36.2,13.0,34.0,38.2,8.0,24.0,33.3,8.0,17.0,47.1,17.0,23.0,40.0,12.0,22.0,7.0,0.0,18.0,10.0,-19.0,13,22,9,18,6,28,2,40,1,0
