TEAM,MINS,PTS,FGM,FGA,FG %,2PM,2PA,2P %,3PM,3PA,3P %,FTM,FTA,FT %,OFF,DEF,REB,AST,TO,STL,BLK,PF,Fls on:,+/-,PTO,PIP,SCP,BP,BL,PP,FBP,STP,GP,GW
NU,200.0,71.0,31.0,68.0,45.6,24.0,51.0,47.1,7.0,17.0,41.2,2.0,6.0,33.3,13.0,27.0,40.0,12.0,15.0,3.0,2.0,22.0,10.0,-9.0,9,34,14,46,9,35,6,25,1,0
UST,200.0,80.0,29.0,65.0,44.6,19.0,43.0,44.2,10.0,22.0,45.5,12.0,21.0,57.1,12.0,27.0,39.0,15.0,9.0,7.0,3.0,10.0,22.0,9.0,16,30,15,43,13,38,6,37,1,1
