TEAM,MINS,PTS,FGM,FGA,FG %,2PM,2PA,2P %,3PM,3PA,3P %,FTM,FTA,FT %,OFF,DEF,REB,AST,TO,STL,BLK,PF,Fls on:,+/-,PTO,PIP,SCP,BP,BL,PP,FBP,STP,GP,GW
UE,200.0,75.0,26.0,66.0,39.4,19.0,44.0,43.2,7.0,22.0,31.8,16.0,28.0,57.1,11.0,26.0,37.0,19.0,15.0,9.0,4.0,19.0,23.0,-17.0,10,20,3,12,8,39,9,63,1,0
UP,200.0,92.0,35.0,80.0,43.8,24.0,49.0,49.0,11.0,31.0,35.5,11.0,16.0,68.8,21.0,34.0,55.0,27.0,16.0,9.0,6.0,24.0,19.0,17.0,19,46,20,48,28,35,23,44,1,1
