TEAM,MINS,PTS,FGM,FGA,FG %,2PM,2PA,2P %,3PM,3PA,3P %,FTM,FTA,FT %,OFF,DEF,REB,AST,TO,STL,BLK,PF,Fls on:,+/-,PTO,PIP,SCP,BP,BL,PP,FBP,STP,GP,GW
ADU,200.0,56.0,18.0,62.0,29.0,14.0,37.0,37.8,4.0,25.0,16.0,16.0,25.0,64.0,17.0,32.0,49.0,18.0,17.0,8.0,5.0,22.0,19.0,3.0,8,18,6,32,8,22,4,24,1,1
UE,200.0,53.0,18.0,58.0,31.0,14.0,38.0,36.8,4.0,20.0,20.0,13.0,21.0,61.9,12.0,30.0,42.0,10.0,14.0,9.0,4.0,20.0,22.0,-3.0,9,22,9,12,1,18,5,41,1,0
