TEAM,MINS,PTS,FGM,FGA,FG %,2PM,2PA,2P %,3PM,3PA,3P %,FTM,FTA,FT %,OFF,DEF,REB,AST,TO,STL,BLK,PF,Fls on:,+/-,PTO,PIP,SCP,BP,BL,PP,FBP,STP,GP,GW
UST,275.0,98.0,34.0,96.0,35.4,26.0,56.0,46.4,8.0,40.0,20.0,22.0,40.0,55.0,26.0,50.0,76.0,19.0,19.0,9.0,8.0,21.0,25.0,9.0,18,42,28,18,11,34,11,80,1,1
ATENEO,275.0,89.0,33.0,118.0,28.0,24.0,75.0,32.0,9.0,43.0,20.9,14.0,21.0,66.7,33.0,40.0,73.0,16.0,16.0,13.0,2.0,28.0,21.0,-9.0,9,38,19,23,12,37,17,66,1,0
