TEAM,NO.,PLAYER,MINS,PTS,FGM,FGA,FG %,2PM,2PA,2P %,3PM,3PA,3P %,FTM,FTA,FT %,OFF,DEF,REB,AST,TO,STL,BLK,PF,Fls on:,+/-,GP,GW
UST,9,N. Cabanero,43.71666666666667,22.0,7.0,22.0,31.8,6.0,15.0,40.0,1.0,7.0,14.3,7.0,9.0,77.8,3.0,8.0,11.0,3.0,1.0,2.0,0.0,3.0,5.0,13.0,1,1
UST,11,F. Padrigao,31.25,20.0,6.0,22.0,27.3,3.0,7.0,42.9,3.0,15.0,20.0,5.0,8.0,62.5,1.0,3.0,4.0,2.0,4.0,0.0,1.0,3.0,3.0,-1.0,1,1
UST,28,C. Akowe,51.05,20.0,8.0,15.0,53.3,8.0,15.0,53.3,0.0,0.0,0.0,4.0,12.0,33.3,6.0,13.0,19.0,1.0,2.0,3.0,3.0,0.0,7.0,6.0,1,1
UST,10,G. Crisostomo,35.68333333333333,18.0,7.0,14.0,50.0,5.0,8.0,62.5,2.0,6.0,33.3,2.0,4.0,50.0,8.0,9.0,17.0,4.0,2.0,0.0,1.0,0.0,2.0,-9.0,1,1
UST,12,I. Danting,4.9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,-9.0,1,1
UST,14,M. Llemit,30.8,7.0,3.0,10.0,30.0,2.0,5.0,40.0,1.0,5.0,20.0,0.0,0.0,0.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,3.0,1.0,3.0,1,1
UST,3,K. Paranada,24.833333333333332,5.0,1.0,2.0,50.0,0.0,1.0,0.0,1.0,1.0,100.0,2.0,4.0,50.0,1.0,4.0,5.0,2.0,5.0,1.0,0.0,1.0,3.0,2.0,1,1
UST,20,A. Acido,18.433333333333334,4.0,2.0,7.0,28.6,2.0,3.0,66.7,0.0,4.0,0.0,0.0,1.0,0.0,1.0,5.0,6.0,0.0,0.0,0.0,1.0,5.0,2.0,16.0,1,1
UST,19,K. Buenaflor,14.133333333333333,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,100.0,3.0,2.0,5.0,2.0,2.0,0.0,1.0,2.0,1.0,5.0,1,1
UST,2,I. Calum,11.816666666666666,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,2.0,0.0,8.0,1,1
UST,1,L. Estacio,8.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,11.0,1,1
UST,33,E. Laure,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
ATENEO,9,J. Bahay,35.233333333333334,17.0,6.0,18.0,33.3,1.0,7.0,14.3,5.0,11.0,45.5,0.0,0.0,0.0,0.0,3.0,3.0,6.0,2.0,2.0,0.0,3.0,1.0,8.0,1,0
ATENEO,1,K. Ladi,40.45,14.0,4.0,21.0,19.0,2.0,6.0,33.3,2.0,15.0,13.3,4.0,4.0,100.0,5.0,4.0,9.0,1.0,4.0,2.0,1.0,0.0,3.0,5.0,1,0
ATENEO,24,D. Escobar,34.666666666666664,13.0,4.0,17.0,23.5,4.0,14.0,28.6,0.0,3.0,0.0,5.0,9.0,55.6,8.0,12.0,20.0,1.0,1.0,5.0,0.0,5.0,6.0,0.0,1,0
ATENEO,10,S. Tuano,37.25,12.0,4.0,14.0,28.6,4.0,12.0,33.3,0.0,2.0,0.0,4.0,6.0,66.7,3.0,1.0,4.0,4.0,2.0,1.0,0.0,2.0,5.0,2.0,1,0
ATENEO,14,D. Adili,34.983333333333334,10.0,5.0,14.0,35.7,5.0,14.0,35.7,0.0,0.0,0.0,0.0,0.0,0.0,7.0,10.0,17.0,0.0,3.0,0.0,0.0,5.0,1.0,2.0,1,0
ATENEO,7,I. Espinosa,15.766666666666667,9.0,4.0,11.0,36.4,4.0,9.0,44.4,0.0,2.0,0.0,1.0,2.0,50.0,1.0,2.0,3.0,1.0,3.0,0.0,0.0,4.0,2.0,-13.0,1,0
ATENEO,15,J. Lazo,13.65,8.0,3.0,9.0,33.3,1.0,2.0,50.0,2.0,7.0,28.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,-19.0,1,0
ATENEO,16,J. Lazaro,30.316666666666666,4.0,2.0,9.0,22.2,2.0,9.0,22.2,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,5.0,2.0,0.0,2.0,0.0,3.0,1.0,-9.0,1,0
ATENEO,3,A. Bongo,23.1,2.0,1.0,4.0,25.0,1.0,1.0,100.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,2.0,2.0,-19.0,1,0
ATENEO,19,W. Espina,8.633333333333333,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-2.0,1,0
ATENEO,30,L. Fjellvang,0.8833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
