TEAM,MINS,PTS,FGM,FGA,FG %,2PM,2PA,2P %,3PM,3PA,3P %,FTM,FTA,FT %,OFF,DEF,REB,AST,TO,STL,BLK,PF,Fls on:,+/-,PTO,PIP,SCP,BP,BL,PP,FBP,STP,GP,GW
UST,200.0,92.0,34.0,75.0,45.3,24.0,52.0,46.2,10.0,23.0,43.5,14.0,25.0,56.0,19.0,26.0,45.0,15.0,13.0,17.0,5.0,17.0,18.0,12.0,17,36,16,35,12,42,8,57,1,1
FEU,200.0,80.0,30.0,71.0,42.3,20.0,39.0,51.3,10.0,32.0,31.3,10.0,14.0,71.4,15.0,24.0,39.0,17.0,21.0,10.0,6.0,18.0,17.0,-12.0,8,36,19,14,6,34,21,66,1,0
