TEAM,MINS,PTS,FGM,FGA,FG %,2PM,2PA,2P %,3PM,3PA,3P %,FTM,FTA,FT %,OFF,DEF,REB,AST,TO,STL,BLK,PF,Fls on:,+/-,PTO,PIP,SCP,BP,BL,PP,FBP,STP,GP,GW
ADU,200.0,77.0,28.0,63.0,44.4,17.0,32.0,53.1,11.0,31.0,35.5,10.0,20.0,50.0,12.0,26.0,38.0,24.0,8.0,10.0,4.0,18.0,20.0,15.0,10,30,15,38,23,37,8,39,1,1
UE,200.0,62.0,21.0,57.0,36.8,13.0,35.0,37.1,8.0,22.0,36.4,12.0,17.0,70.6,12.0,25.0,37.0,15.0,15.0,5.0,1.0,21.0,18.0,-15.0,14,20,8,40,1,30,4,22,1,0
