TEAM,NO.,PLAYER,MINS,PTS,FGM,FGA,FG %,2PM,2PA,2P %,3PM,3PA,3P %,FTM,FTA,FT %,OFF,DEF,REB,AST,TO,STL,BLK,PF,Fls on:,+/-,GP,GW
NU,18,O. John,28.666666666666668,16.0,7.0,11.0,63.6,7.0,11.0,63.6,0.0,0.0,0.0,2.0,4.0,50.0,4.0,5.0,9.0,0.0,1.0,2.0,1.0,1.0,3.0,4.0,1,1
NU,20,J. Figueroa,34.25,13.0,4.0,15.0,26.7,3.0,14.0,21.4,1.0,1.0,100.0,4.0,4.0,100.0,2.0,5.0,7.0,5.0,2.0,1.0,1.0,1.0,3.0,16.0,1,1
NU,7,P. Francisco,15.666666666666666,7.0,3.0,4.0,75.0,2.0,2.0,100.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,4.0,0.0,3.0,1,1
NU,13,N. Enriquez,20.3,5.0,2.0,5.0,40.0,1.0,1.0,100.0,1.0,4.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,1.0,1.0,11.0,1,1
NU,25,M. Dela Cruz,10.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,-1.0,1,1
NU,10,J. Manansala,24.9,13.0,5.0,10.0,50.0,5.0,10.0,50.0,0.0,0.0,0.0,3.0,5.0,60.0,5.0,4.0,9.0,2.0,2.0,1.0,1.0,2.0,3.0,18.0,1,1
NU,5,P. Palacielo,16.266666666666666,8.0,4.0,7.0,57.1,4.0,7.0,57.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,4.0,4.0,0.0,0.0,4.0,1.0,7.0,1,1
NU,22,M. Parks,9.016666666666667,8.0,3.0,4.0,75.0,1.0,1.0,100.0,2.0,3.0,66.7,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,14.0,1,1
NU,77,K. Padrones,3.033333333333333,5.0,2.0,3.0,66.7,2.0,3.0,66.7,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-3.0,1,1
NU,16,G. Santiago,13.15,4.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,6.0,66.7,0.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,5.0,-1.0,1,1
NU,12,R. Jumamoy,18.083333333333332,3.0,1.0,5.0,20.0,0.0,1.0,0.0,1.0,4.0,25.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,5.0,1,1
NU,14,J. Solomon,0.65,2.0,1.0,1.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1,1
NU,11,T. Garcia,2.533333333333333,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,4.0,1,1
NU,24,N. Tulabut,2.6333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1
FEU,13,J. Pasaol,31.35,16.0,4.0,14.0,28.6,3.0,12.0,25.0,1.0,2.0,50.0,7.0,8.0,87.5,0.0,0.0,0.0,6.0,5.0,2.0,0.0,2.0,5.0,-6.0,1,0
FEU,3,J. Bautista,35.81666666666667,15.0,5.0,11.0,45.5,3.0,6.0,50.0,2.0,5.0,40.0,3.0,6.0,50.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,5.0,-8.0,1,0
FEU,35,M. Konateh,39.1,8.0,3.0,9.0,33.3,3.0,9.0,33.3,0.0,0.0,0.0,2.0,4.0,50.0,5.0,10.0,15.0,2.0,5.0,0.0,2.0,2.0,3.0,-13.0,1,0
FEU,5,J. Daa,12.666666666666666,2.0,1.0,1.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,8.0,1,0
FEU,15,A. Bagunu,4.116666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,1,0
FEU,31,K. Mongcopa,27.3,16.0,5.0,12.0,41.7,2.0,7.0,28.6,3.0,5.0,60.0,3.0,6.0,50.0,2.0,6.0,8.0,1.0,1.0,2.0,1.0,4.0,5.0,-11.0,1,0
FEU,6,N. Owens,26.5,9.0,2.0,7.0,28.6,1.0,1.0,100.0,1.0,6.0,16.7,4.0,5.0,80.0,1.0,2.0,3.0,0.0,1.0,0.0,0.0,2.0,4.0,-21.0,1,0
FEU,24,L. Salangsang,6.916666666666667,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,100.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0,2.0,1.0,-8.0,1,0
FEU,72,L. Felipe,5.216666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,-7.0,1,0
FEU,10,R. Montemayor,7.333333333333333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,-5.0,1,0
FEU,27,M. Ona,3.6166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-6.0,1,0
