TEAM,MINS,PTS,FGM,FGA,FG %,2PM,2PA,2P %,3PM,3PA,3P %,FTM,FTA,FT %,OFF,DEF,REB,AST,TO,STL,BLK,PF,Fls on:,+/-,PTO,PIP,SCP,BP,BL,PP,FBP,STP,GP,GW
UP,200.0,69.0,29.0,66.0,43.9,25.0,48.0,52.1,4.0,18.0,22.2,7.0,12.0,58.3,14.0,25.0,39.0,13.0,16.0,12.0,1.0,18.0,17.0,3.0,8,42,12,35,6,20,10,34,1,1
FEU,200.0,66.0,23.0,65.0,35.4,18.0,42.0,42.9,5.0,23.0,21.7,15.0,19.0,78.9,15.0,25.0,40.0,10.0,15.0,9.0,7.0,17.0,18.0,-3.0,13,24,10,11,5,27,6,55,1,0
