TEAM,MINS,PTS,FGM,FGA,FG %,2PM,2PA,2P %,3PM,3PA,3P %,FTM,FTA,FT %,OFF,DEF,REB,AST,TO,STL,BLK,PF,Fls on:,+/-,PTO,PIP,SCP,BP,BL,PP,FBP,STP,GP,GW
NU,200.0,56.0,18.0,55.0,32.7,15.0,39.0,38.5,3.0,16.0,18.8,17.0,24.0,70.8,9.0,29.0,38.0,10.0,15.0,10.0,4.0,20.0,20.0,2.0,26,28,6,27,6,11,14,29,1,1
ADU,200.0,54.0,19.0,57.0,33.3,13.0,32.0,40.6,6.0,25.0,24.0,10.0,13.0,76.9,10.0,29.0,39.0,17.0,18.0,11.0,2.0,20.0,20.0,-2.0,17,22,8,24,11,22,0,30,1,0
