TEAM,MINS,PTS,FGM,FGA,FG %,2PM,2PA,2P %,3PM,3PA,3P %,FTM,FTA,FT %,OFF,DEF,REB,AST,TO,STL,BLK,PF,Fls on:,+/-,PTO,PIP,SCP,BP,BL,PP,FBP,STP,GP,GW
UP,200.0,70.0,27.0,64.0,42.2,23.0,44.0,52.3,4.0,20.0,20.0,12.0,26.0,46.2,12.0,35.0,47.0,17.0,18.0,12.0,7.0,27.0,24.0,9.0,11,40,14,45,26,18,10,25,1,1
UE,200.0,61.0,19.0,64.0,29.7,15.0,42.0,35.7,4.0,22.0,18.2,19.0,30.0,63.3,13.0,31.0,44.0,9.0,20.0,7.0,4.0,24.0,27.0,-9.0,9,22,6,34,3,20,6,27,1,0
