TEAM,NO.,PLAYER,MINS,PTS,FGM,FGA,FG %,2PM,2PA,2P %,3PM,3PA,3P %,FTM,FTA,FT %,OFF,DEF,REB,AST,TO,STL,BLK,PF,Fls on:,+/-,GP,GW
NU,20,J. Figueroa,31.716666666666665,13.0,5.0,14.0,35.7,4.0,11.0,36.4,1.0,3.0,33.3,2.0,2.0,100.0,1.0,3.0,4.0,6.0,4.0,2.0,0.0,2.0,1.0,6.0,1,1
NU,7,P. Francisco,27.65,9.0,3.0,9.0,33.3,1.0,3.0,33.3,2.0,6.0,33.3,1.0,1.0,100.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,5.0,3.0,-2.0,1,1
NU,18,O. John,29.583333333333332,7.0,3.0,8.0,37.5,3.0,8.0,37.5,0.0,0.0,0.0,1.0,2.0,50.0,1.0,9.0,10.0,1.0,4.0,2.0,0.0,2.0,2.0,2.0,1,1
NU,13,N. Enriquez,20.616666666666667,2.0,1.0,4.0,25.0,1.0,2.0,50.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,0.0,1.0,2.0,-3.0,1,1
NU,25,M. Dela Cruz,9.866666666666667,2.0,1.0,1.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1,1
NU,22,M. Parks,13.3,10.0,4.0,6.0,66.7,3.0,4.0,75.0,1.0,2.0,50.0,1.0,1.0,100.0,0.0,3.0,3.0,1.0,0.0,2.0,0.0,2.0,1.0,3.0,1,1
NU,12,R. Jumamoy,11.45,8.0,2.0,3.0,66.7,0.0,0.0,0.0,2.0,3.0,66.7,2.0,2.0,100.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,1
NU,10,J. Manansala,18.083333333333332,5.0,1.0,4.0,25.0,1.0,3.0,33.3,0.0,1.0,0.0,3.0,4.0,75.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,5.0,3.0,1,1
NU,5,P. Palacielo,18.05,4.0,2.0,7.0,28.6,2.0,7.0,28.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,3.0,1.0,0.0,1.0,3.0,1.0,-2.0,1,1
NU,11,T. Garcia,7.933333333333334,4.0,2.0,4.0,50.0,2.0,4.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,4.0,1,1
NU,77,K. Padrones,11.3,2.0,1.0,4.0,25.0,1.0,4.0,25.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,1.0,2.0,0.0,1.0,3.0,1.0,-9.0,1,1
NU,24,N. Tulabut,0.4,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
ADU,3,M. Montebon,25.716666666666665,20.0,5.0,14.0,35.7,1.0,5.0,20.0,4.0,9.0,44.4,6.0,7.0,85.7,2.0,3.0,5.0,2.0,3.0,1.0,0.0,2.0,5.0,9.0,1,0
ADU,10,C. Manzano,27.966666666666665,12.0,4.0,12.0,33.3,4.0,10.0,40.0,0.0,2.0,0.0,4.0,7.0,57.1,4.0,6.0,10.0,2.0,2.0,1.0,2.0,2.0,7.0,-4.0,1,0
ADU,20,E. Anabo,26.533333333333335,11.0,3.0,6.0,50.0,0.0,0.0,0.0,3.0,6.0,50.0,2.0,3.0,66.7,0.0,7.0,7.0,2.0,3.0,2.0,0.0,2.0,5.0,-1.0,1,0
ADU,23,M. Ojarikre,26.166666666666668,5.0,2.0,4.0,50.0,2.0,4.0,50.0,0.0,0.0,0.0,1.0,4.0,25.0,4.0,9.0,13.0,1.0,2.0,1.0,2.0,4.0,1.0,-6.0,1,0
ADU,21,J. Medina,10.233333333333333,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,8.0,1,0
ADU,15,R. Torres,15.816666666666666,7.0,1.0,5.0,20.0,0.0,1.0,0.0,1.0,4.0,25.0,4.0,4.0,100.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,1.0,3.0,-9.0,1,0
ADU,27,A. Fransman,7.733333333333333,3.0,1.0,5.0,20.0,0.0,4.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,-4.0,1,0
ADU,19,J. Jaymalin,0.6666666666666666,3.0,1.0,1.0,100.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1,0
ADU,9,L. Perez,8.4,2.0,1.0,2.0,50.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,1,0
