TEAM,NO.,PLAYER,MINS,PTS,FGM,FGA,FG %,2PM,2PA,2P %,3PM,3PA,3P %,FTM,FTA,FT %,OFF,DEF,REB,AST,TO,STL,BLK,PF,Fls on:,+/-,GP,GW
NU,20,J. Figueroa,36.11666666666667,18.0,6.0,13.0,46.2,4.0,9.0,44.4,2.0,4.0,50.0,4.0,6.0,66.7,2.0,8.0,10.0,6.0,1.0,1.0,2.0,4.0,5.0,-2.0,1,0
NU,7,P. Francisco,21.583333333333332,13.0,4.0,9.0,44.4,3.0,7.0,42.9,1.0,2.0,50.0,4.0,4.0,100.0,0.0,2.0,2.0,2.0,2.0,5.0,0.0,1.0,4.0,12.0,1,0
NU,18,O. John,20.766666666666666,5.0,2.0,4.0,50.0,2.0,4.0,50.0,0.0,0.0,0.0,1.0,2.0,50.0,0.0,2.0,2.0,0.0,3.0,1.0,0.0,3.0,1.0,-6.0,1,0
NU,77,K. Padrones,4.95,4.0,2.0,3.0,66.7,2.0,3.0,66.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-3.0,1,0
NU,13,N. Enriquez,11.983333333333333,2.0,1.0,3.0,33.3,1.0,1.0,100.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,-1.0,1,0
NU,5,P. Palacielo,21.55,11.0,5.0,9.0,55.6,5.0,8.0,62.5,0.0,1.0,0.0,1.0,2.0,50.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,3.0,-2.0,1,0
NU,22,M. Parks,16.5,7.0,2.0,2.0,100.0,0.0,0.0,0.0,2.0,2.0,100.0,1.0,2.0,50.0,1.0,4.0,5.0,0.0,0.0,0.0,0.0,2.0,2.0,-2.0,1,0
NU,10,J. Manansala,18.35,6.0,2.0,2.0,100.0,2.0,2.0,100.0,0.0,0.0,0.0,2.0,4.0,50.0,2.0,2.0,4.0,2.0,5.0,1.0,0.0,2.0,3.0,5.0,1,0
NU,16,G. Santiago,16.233333333333334,4.0,1.0,7.0,14.3,1.0,5.0,20.0,0.0,2.0,0.0,2.0,4.0,50.0,2.0,1.0,3.0,2.0,1.0,2.0,0.0,2.0,3.0,-16.0,1,0
NU,11,T. Garcia,25.95,4.0,2.0,3.0,66.7,2.0,3.0,66.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,5.0,1.0,0.0,2.0,1.0,7.0,1,0
