TEAM,MINS,PTS,FGM,FGA,FG %,2PM,2PA,2P %,3PM,3PA,3P %,FTM,FTA,FT %,OFF,DEF,REB,AST,TO,STL,BLK,PF,Fls on:,+/-,PTO,PIP,SCP,BP,BL,PP,FBP,STP,GP,GW
ATENEO,200.0,50.0,16.0,60.0,26.7,11.0,32.0,34.4,5.0,28.0,17.9,13.0,18.0,72.2,14.0,24.0,38.0,13.0,16.0,7.0,2.0,21.0,22.0,-16.0,9,10,10,18,8,27,2,32,1,0
NU,200.0,66.0,26.0,65.0,40.0,21.0,47.0,44.7,5.0,18.0,27.8,9.0,13.0,69.2,11.0,32.0,43.0,14.0,15.0,7.0,3.0,23.0,20.0,16.0,6,34,12,28,16,23,6,38,1,1
