TEAM,MINS,PTS,FGM,FGA,FG %,2PM,2PA,2P %,3PM,3PA,3P %,FTM,FTA,FT %,OFF,DEF,REB,AST,TO,STL,BLK,PF,Fls on:,+/-,PTO,PIP,SCP,BP,BL,PP,FBP,STP,GP,GW
FEU,225.0,83.0,36.0,85.0,42.4,31.0,58.0,53.4,5.0,27.0,18.5,6.0,8.0,75.0,17.0,42.0,59.0,18.0,17.0,3.0,4.0,20.0,10.0,-3.0,11,46,16,18,6,31,17,65,1,0
ATENEO,225.0,86.0,32.0,89.0,36.0,19.0,52.0,36.5,13.0,37.0,35.1,9.0,15.0,60.0,13.0,32.0,45.0,24.0,8.0,10.0,2.0,11.0,19.0,3.0,17,20,10,24,11,57,14,62,1,1
