TEAM,NO.,PLAYER,MINS,PTS,FGM,FGA,FG %,2PM,2PA,2P %,3PM,3PA,3P %,FTM,FTA,FT %,OFF,DEF,REB,AST,TO,STL,BLK,PF,Fls on:,+/-,GP,GW
UST,9,N. Cabanero,35.416666666666664,27.0,11.0,20.0,55.0,11.0,17.0,64.7,0.0,3.0,0.0,5.0,6.0,83.3,4.0,2.0,6.0,1.0,3.0,1.0,1.0,4.0,5.0,9.0,1,1
UST,28,C. Akowe,36.2,20.0,8.0,15.0,53.3,8.0,15.0,53.3,0.0,0.0,0.0,4.0,5.0,80.0,3.0,16.0,19.0,1.0,3.0,0.0,1.0,2.0,6.0,10.0,1,1
UST,3,K. Paranada,21.316666666666666,9.0,1.0,5.0,20.0,1.0,3.0,33.3,0.0,2.0,0.0,7.0,9.0,77.8,0.0,1.0,1.0,4.0,1.0,0.0,0.0,3.0,7.0,3.0,1,1
UST,10,G. Crisostomo,19.966666666666665,5.0,2.0,3.0,66.7,1.0,2.0,50.0,1.0,1.0,100.0,0.0,0.0,0.0,1.0,5.0,6.0,0.0,2.0,2.0,1.0,4.0,2.0,0.0,1,1
UST,1,L. Estacio,8.533333333333333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.0,1,1
UST,20,A. Acido,21.9,13.0,5.0,11.0,45.5,2.0,3.0,66.7,3.0,8.0,37.5,0.0,2.0,0.0,3.0,3.0,6.0,1.0,1.0,1.0,0.0,1.0,1.0,10.0,1,1
UST,11,F. Padrigao,28.566666666666666,12.0,4.0,14.0,28.6,2.0,5.0,40.0,2.0,9.0,22.2,2.0,2.0,100.0,0.0,3.0,3.0,9.0,4.0,3.0,0.0,2.0,2.0,15.0,1,1
UST,14,M. Llemit,19.15,3.0,1.0,3.0,33.3,1.0,2.0,50.0,0.0,1.0,0.0,1.0,2.0,50.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,4.0,1,1
UST,12,I. Danting,6.283333333333333,2.0,1.0,1.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,-3.0,1,1
UST,33,E. Laure,1.05,2.0,1.0,1.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
UST,2,I. Calum,1.4166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-2.0,1,1
UST,8,C. Bucsit,0.11666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
LA SALLE,11,J. Cortez,29.116666666666667,17.0,7.0,16.0,43.8,5.0,14.0,35.7,2.0,2.0,100.0,1.0,1.0,100.0,0.0,3.0,3.0,2.0,3.0,1.0,0.0,3.0,2.0,-7.0,1,0
LA SALLE,7,E. Abadam,31.966666666666665,11.0,4.0,12.0,33.3,3.0,6.0,50.0,1.0,6.0,16.7,2.0,2.0,100.0,1.0,2.0,3.0,3.0,0.0,2.0,0.0,2.0,1.0,1.0,1,0
