TEAM,MINS,PTS,FGM,FGA,FG %,2PM,2PA,2P %,3PM,3PA,3P %,FTM,FTA,FT %,OFF,DEF,REB,AST,TO,STL,BLK,PF,Fls on:,+/-,PTO,PIP,SCP,BP,BL,PP,FBP,STP,GP,GW
FEU,200.0,75.0,29.0,64.0,45.3,24.0,36.0,66.7,5.0,28.0,17.9,12.0,17.0,70.6,10.0,32.0,42.0,20.0,10.0,6.0,6.0,17.0,20.0,7.0,10,38,9,9,7,25,6,66,1,1
ATENEO,200.0,68.0,27.0,74.0,36.5,19.0,47.0,40.4,8.0,27.0,29.6,6.0,13.0,46.2,16.0,25.0,41.0,22.0,11.0,8.0,1.0,20.0,17.0,-7.0,9,26,13,20,5,36,9,48,1,0
