TEAM,MINS,PTS,FGM,FGA,FG %,2PM,2PA,2P %,3PM,3PA,3P %,FTM,FTA,FT %,OFF,DEF,REB,AST,TO,STL,BLK,PF,Fls on:,+/-,PTO,PIP,SCP,BP,BL,PP,FBP,STP,GP,GW
UST,200.0,79.0,30.0,78.0,38.5,23.0,46.0,50.0,7.0,32.0,21.9,12.0,24.0,50.0,19.0,28.0,47.0,14.0,10.0,14.0,2.0,23.0,21.0,-2.0,17,42,14,49,0,25,14,30,1,0
FEU,200.0,81.0,28.0,69.0,40.6,16.0,39.0,41.0,12.0,30.0,40.0,13.0,21.0,61.9,15.0,36.0,51.0,21.0,16.0,7.0,4.0,21.0,22.0,2.0,9,26,16,22,23,42,15,59,1,1
