TEAM,MINS,PTS,FGM,FGA,FG %,2PM,2PA,2P %,3PM,3PA,3P %,FTM,FTA,FT %,OFF,DEF,REB,AST,TO,STL,BLK,PF,Fls on:,+/-,PTO,PIP,SCP,BP,BL,PP,FBP,STP,GP,GW
UE,200.0,97.0,36.0,73.0,49.3,32.0,58.0,55.2,4.0,15.0,26.7,21.0,33.0,63.6,14.0,22.0,36.0,17.0,10.0,9.0,1.0,25.0,24.0,-12.0,18,48,13,38,0,28,14,59,1,0
UST,200.0,109.0,37.0,70.0,52.9,26.0,43.0,60.5,11.0,27.0,40.7,24.0,39.0,61.5,17.0,29.0,46.0,20.0,13.0,3.0,2.0,24.0,25.0,12.0,12,42,19,57,27,43,4,52,1,1
