TEAM,MINS,PTS,FGM,FGA,FG %,2PM,2PA,2P %,3PM,3PA,3P %,FTM,FTA,FT %,OFF,DEF,REB,AST,TO,STL,BLK,PF,Fls on:,+/-,PTO,PIP,SCP,BP,BL,PP,FBP,STP,GP,GW
UP,200.0,89.0,34.0,72.0,47.2,31.0,54.0,57.4,3.0,18.0,16.7,18.0,20.0,90.0,16.0,27.0,43.0,24.0,12.0,12.0,3.0,24.0,16.0,14.0,11,48,9,41,17,23,16,48,1,1
FEU,200.0,75.0,29.0,66.0,43.9,22.0,43.0,51.2,7.0,23.0,30.4,10.0,16.0,62.5,13.0,22.0,35.0,13.0,15.0,8.0,2.0,17.0,23.0,-14.0,14,32,9,2,2,33,11,73,1,0
