TEAM,MINS,PTS,FGM,FGA,FG %,2PM,2PA,2P %,3PM,3PA,3P %,FTM,FTA,FT %,OFF,DEF,REB,AST,TO,STL,BLK,PF,Fls on:,+/-,PTO,PIP,SCP,BP,BL,PP,FBP,STP,GP,GW
UE,200.0,74.0,25.0,64.0,39.1,16.0,36.0,44.4,9.0,28.0,32.1,15.0,22.0,68.2,11.0,28.0,39.0,17.0,16.0,7.0,4.0,22.0,22.0,-4.0,2,26,6,8,11,33,4,66,1,0
ATENEO,200.0,78.0,28.0,70.0,40.0,20.0,41.0,48.8,8.0,29.0,27.6,14.0,25.0,56.0,16.0,31.0,47.0,18.0,13.0,8.0,2.0,23.0,22.0,4.0,13,26,9,29,4,38,12,49,1,1
