TEAM,MINS,PTS,FGM,FGA,FG %,2PM,2PA,2P %,3PM,3PA,3P %,FTM,FTA,FT %,OFF,DEF,REB,AST,TO,STL,BLK,PF,Fls on:,+/-,PTO,PIP,SCP,BP,BL,PP,FBP,STP,GP,GW
NU,200.0,84.0,32.0,70.0,45.7,26.0,55.0,47.3,6.0,15.0,40.0,14.0,20.0,70.0,15.0,26.0,41.0,21.0,11.0,11.0,3.0,23.0,20.0,16.0,22,40,15,43,16,30,13,41,1,1
FEU,200.0,68.0,20.0,57.0,35.1,13.0,37.0,35.1,7.0,20.0,35.0,21.0,31.0,67.7,15.0,26.0,41.0,14.0,17.0,7.0,4.0,20.0,23.0,-16.0,8,12,16,27,1,35,5,41,1,0
