TEAM,GP,MINS,PTS,SCP,OFF,DEF,REB,AST,TO,PTO,STL,BLK,STK,FGM,FGA,FG %,2PM,2PA,2P %,3PM,3PA,3P %,FTM,FTA,FT %,PF,Fls on:,+/-,PIP,PP,FBP,STP,BP,BL,GW
ADU,7.0,1400.0,436.0,68.0,105.0,201.0,306.0,107.0,109.0,85.0,55.0,23.0,78.0,155.0,445.0,34.831460674157306,107.0,256.0,41.796875,48.0,189.0,25.396825396825395,78.0,119.0,65.54621848739495,144.0,119.0,-1.0,158.0,200.0,28.0,221.0,215.0,72.0,3.0
ATENEO,7.0,1525.0,530.0,77.0,111.0,209.0,320.0,118.0,89.0,94.0,63.0,10.0,73.0,184.0,523.0,35.18164435946463,130.0,326.0,39.87730061349693,54.0,197.0,27.411167512690355,108.0,162.0,66.66666666666666,146.0,158.0,3.0,184.0,238.0,64.0,311.0,219.0,93.0,4.0
FEU,6.0,1225.0,433.0,81.0,96.0,170.0,266.0,89.0,90.0,62.0,44.0,26.0,70.0,160.0,419.0,38.18615751789976,120.0,272.0,44.11764705882353,40.0,147.0,27.2108843537415,73.0,103.0,70.87378640776699,104.0,91.0,-30.0,178.0,182.0,64.0,344.0,89.0,29.0,1.0
LA SALLE,6.0,1225.0,481.0,80.0,98.0,163.0,261.0,107.0,75.0,76.0,44.0,15.0,59.0,171.0,428.0,39.953271028037385,140.0,299.0,46.82274247491639,31.0,129.0,24.031007751937985,108.0,174.0,62.06896551724138,127.0,147.0,-15.0,230.0,143.0,34.0,281.0,200.0,45.0,3.0
NU,7.0,1425.0,500.0,72.0,85.0,204.0,289.0,105.0,115.0,131.0,67.0,24.0,91.0,186.0,438.0,42.465753424657535,150.0,319.0,47.02194357366771,36.0,119.0,30.252100840336134,92.0,139.0,66.18705035971223,162.0,133.0,42.0,234.0,174.0,85.0,271.0,229.0,89.0,6.0
UE,6.0,1225.0,463.0,51.0,71.0,168.0,239.0,102.0,96.0,54.0,37.0,18.0,55.0,168.0,402.0,41.7910447761194,124.0,262.0,47.32824427480916,44.0,140.0,31.428571428571427,83.0,129.0,64.34108527131784,121.0,119.0,-62.0,192.0,188.0,55.0,343.0,120.0,41.0,0.0
UP,6.0,1200.0,436.0,69.0,81.0,164.0,245.0,96.0,89.0,91.0,48.0,12.0,60.0,162.0,382.0,42.40837696335078,128.0,259.0,49.42084942084942,34.0,123.0,27.64227642276423,78.0,121.0,64.46280991735537,140.0,124.0,18.0,206.0,152.0,75.0,233.0,203.0,68.0,4.0
UST,7.0,1475.0,609.0,132.0,124.0,220.0,344.0,111.0,107.0,98.0,68.0,30.0,98.0,216.0,518.0,41.6988416988417,160.0,324.0,49.382716049382715,56.0,194.0,28.865979381443296,121.0,197.0,61.42131979695431,126.0,153.0,45.0,268.0,220.0,77.0,409.0,200.0,91.0,5.0
