TEAM,GP,MINS,PTS,SCP,OFF,DEF,REB,AST,TO,PTO,STL,BLK,STK,FGM,FGA,FG %,2PM,2PA,2P %,3PM,3PA,3P %,FTM,FTA,FT %,PF,Fls on:,+/-,PIP,PP,FBP,STP,BP,BL,GW
ADU,2.0,200.0,59.5,9.0,13.5,31.0,44.5,13.5,14.5,11.5,7.0,4.0,11.0,19.5,56.5,34.51327433628318,15.0,38.5,38.961038961038966,4.5,18.0,25.0,16.0,31.0,51.61290322580645,20.5,26.5,-0.5,20.0,23.5,5.5,41.0,18.5,5.0,1.0
ATENEO,2.0,212.5,71.5,12.5,12.5,37.5,50.0,13.0,13.5,7.5,4.5,3.5,8.0,29.5,73.5,40.136054421768705,25.5,49.0,52.04081632653062,4.0,24.5,16.3265306122449,8.5,12.0,70.83333333333334,21.5,14.5,-2.5,41.0,22.0,12.0,57.0,14.5,4.0,0.0
FEU,2.0,212.5,85.0,12.5,14.0,29.0,43.0,22.5,9.5,19.5,10.5,2.5,13.0,32.0,79.5,40.25157232704403,22.5,53.5,42.05607476635514,9.5,26.0,36.53846153846153,11.5,17.5,65.71428571428571,17.0,19.5,9.5,30.0,43.5,13.5,51.5,33.5,13.5,2.0
LA SALLE,1.0,200.0,58.0,12.0,19.0,33.0,52.0,17.0,16.0,11.0,8.0,3.0,11.0,25.0,78.0,32.05128205128205,21.0,52.0,40.38461538461539,4.0,26.0,15.384615384615385,4.0,10.0,40.0,21.0,18.0,-2.0,32.0,22.0,2.0,32.0,26.0,5.0,0.0
NU,2.0,200.0,62.5,11.0,13.0,25.5,38.5,12.5,17.5,7.0,7.0,3.0,10.0,20.0,59.0,33.89830508474576,15.0,39.0,38.46153846153847,5.0,20.0,25.0,17.5,27.0,64.81481481481481,17.0,21.0,-15.5,17.0,28.0,3.0,36.0,26.5,0.5,0.0
UE,2.0,200.0,67.0,13.5,14.5,33.0,47.5,15.0,14.0,14.5,10.5,3.5,14.0,25.5,67.0,38.059701492537314,18.5,44.0,42.04545454545455,7.0,23.0,30.434782608695656,9.0,16.5,54.54545454545454,19.0,18.5,8.5,26.0,32.0,9.0,38.0,29.0,17.5,2.0
UP,2.0,200.0,74.5,14.5,16.5,31.0,47.5,12.0,14.5,16.5,6.0,2.5,8.5,24.0,62.5,38.4,18.5,37.5,49.333333333333336,5.5,25.0,22.0,21.0,29.5,71.1864406779661,24.5,24.0,11.5,29.0,24.5,5.5,46.5,28.0,17.5,2.0
UST,1.0,200.0,67.0,8.0,16.0,23.0,39.0,15.0,15.0,10.0,7.0,2.0,9.0,27.0,72.0,37.5,22.0,50.0,44.0,5.0,22.0,22.727272727272727,8.0,14.0,57.14285714285714,26.0,15.0,-20.0,36.0,23.0,20.0,23.0,44.0,1.0,0.0
