TEAM,GP,MINS,PTS,SCP,OFF,DEF,REB,AST,TO,PTO,STL,BLK,STK,FGM,FGA,FG %,2PM,2PA,2P %,3PM,3PA,3P %,FTM,FTA,FT %,PF,Fls on:,+/-,PIP,PP,FBP,STP,BP,BL,GW
ADU,6.0,200.0,61.166666666666664,9.333333333333334,14.0,28.666666666666668,42.666666666666664,15.666666666666666,16.0,12.333333333333334,7.666666666666667,2.8333333333333335,10.5,22.0,62.5,35.199999999999996,14.833333333333334,35.5,41.78403755868544,7.166666666666667,27.0,26.543209876543212,10.0,16.666666666666668,60.0,20.666666666666668,17.333333333333332,-1.8333333333333333,22.0,29.166666666666668,3.0,32.333333333333336,28.833333333333332,9.833333333333334,2.0
ATENEO,6.0,216.66666666666666,77.33333333333333,10.833333333333334,15.833333333333334,29.833333333333332,45.666666666666664,17.0,12.166666666666666,13.833333333333334,9.0,1.6666666666666667,10.666666666666666,27.166666666666668,76.16666666666667,35.667396061269145,19.0,47.833333333333336,39.721254355400696,8.166666666666666,28.333333333333332,28.823529411764703,14.833333333333334,22.833333333333332,64.96350364963503,21.166666666666668,22.166666666666668,1.3333333333333333,27.0,35.5,9.333333333333334,45.166666666666664,32.166666666666664,15.333333333333334,4.0
FEU,4.0,206.25,71.75,13.0,16.5,30.25,46.75,15.5,13.5,10.25,6.25,3.25,9.5,26.75,70.75,37.80918727915194,20.5,47.75,42.93193717277487,6.25,23.0,27.173913043478258,12.0,17.5,68.57142857142857,17.25,14.0,-3.75,29.5,30.25,9.25,55.75,16.0,4.5,1.0
LA SALLE,4.0,200.0,73.0,13.25,16.5,28.5,45.0,18.0,14.0,12.5,6.25,3.25,9.5,26.25,67.75,38.74538745387454,20.5,47.0,43.61702127659575,5.75,20.75,27.710843373493976,14.75,27.0,54.629629629629626,20.0,22.75,-3.0,35.0,23.25,5.5,47.0,26.0,8.5,2.0
NU,5.0,200.0,69.4,12.0,13.8,29.0,42.8,15.0,16.0,20.0,10.4,3.6,14.0,26.0,64.6,40.24767801857585,21.2,48.0,44.166666666666664,4.8,16.6,28.915662650602407,12.6,18.2,69.23076923076923,20.6,18.4,6.6,33.2,23.6,14.0,37.6,31.8,13.0,4.0
UE,5.0,200.0,70.6,8.8,12.2,27.0,39.2,15.2,15.0,9.6,6.6,3.0,9.6,25.8,65.8,39.209726443769,19.4,43.2,44.907407407407405,6.4,22.6,28.31858407079646,12.6,20.2,62.37623762376238,19.2,19.2,-12.2,28.4,29.6,7.6,49.2,21.4,4.0,0.0
UP,5.0,200.0,73.4,11.4,13.4,27.8,41.2,16.6,14.6,16.6,7.2,2.2,9.4,26.6,63.2,42.08860759493671,20.6,42.2,48.81516587677725,6.0,21.0,28.57142857142857,14.2,21.8,65.13761467889908,24.4,21.4,3.0,32.8,26.4,13.0,39.8,33.6,12.4,3.0
UST,5.0,215.0,91.6,21.4,18.0,33.8,51.8,17.6,15.8,16.2,8.8,4.2,13.0,32.0,75.8,42.21635883905013,23.6,46.2,51.082251082251084,8.4,29.6,28.37837837837838,19.2,31.4,61.146496815286625,18.6,23.2,8.6,41.6,30.8,13.0,61.8,29.8,14.8,4.0
