TEAM,GP,MINS,PTS,SCP,OFF,DEF,REB,AST,TO,PTO,STL,BLK,STK,FGM,FGA,FG %,2PM,2PA,2P %,3PM,3PA,3P %,FTM,FTA,FT %,PF,Fls on:,+/-,PIP,PP,FBP,STP,BP,BL,GW
ADU,3.0,600.0,196.0,23.0,33.0,82.0,115.0,50.0,42.0,47.0,25.0,10.0,35.0,66.0,168.0,39.285714285714285,47.0,111.0,42.34234234234234,19.0,57.0,33.33333333333333,45.0,79.0,56.9620253164557,53.0,71.0,18.0,66.0,85.0,21.0,110.0,86.0,29.0,2.0
ATENEO,3.0,625.0,201.0,34.0,42.0,98.0,140.0,38.0,49.0,28.0,16.0,7.0,23.0,80.0,205.0,39.02439024390244,64.0,132.0,48.484848484848484,16.0,73.0,21.91780821917808,25.0,41.0,60.97560975609756,61.0,39.0,-24.0,104.0,72.0,26.0,154.0,47.0,14.0,0.0
FEU,2.0,425.0,170.0,25.0,28.0,58.0,86.0,45.0,19.0,39.0,21.0,5.0,26.0,64.0,159.0,40.25157232704403,45.0,107.0,42.05607476635514,19.0,52.0,36.53846153846153,23.0,35.0,65.71428571428571,34.0,39.0,19.0,60.0,87.0,27.0,103.0,67.0,27.0,2.0
LA SALLE,2.0,400.0,151.0,31.0,35.0,65.0,100.0,33.0,33.0,31.0,17.0,8.0,25.0,59.0,152.0,38.81578947368421,49.0,101.0,48.51485148514851,10.0,51.0,19.607843137254903,23.0,36.0,63.888888888888886,43.0,43.0,7.0,80.0,48.0,16.0,93.0,58.0,16.0,1.0
NU,2.0,400.0,125.0,22.0,26.0,51.0,77.0,25.0,35.0,14.0,14.0,6.0,20.0,40.0,118.0,33.89830508474576,30.0,78.0,38.46153846153847,10.0,40.0,25.0,35.0,54.0,64.81481481481481,34.0,42.0,-31.0,34.0,56.0,6.0,72.0,53.0,1.0,0.0
UE,3.0,600.0,226.0,47.0,50.0,100.0,150.0,57.0,44.0,48.0,30.0,13.0,43.0,86.0,214.0,40.18691588785047,61.0,137.0,44.52554744525548,25.0,77.0,32.467532467532465,29.0,49.0,59.183673469387756,62.0,56.0,34.0,98.0,99.0,41.0,120.0,106.0,63.0,3.0
UP,3.0,600.0,224.0,32.0,44.0,88.0,132.0,43.0,44.0,43.0,21.0,9.0,30.0,74.0,191.0,38.7434554973822,56.0,119.0,47.05882352941176,18.0,72.0,25.0,58.0,87.0,66.66666666666666,68.0,71.0,6.0,78.0,88.0,20.0,156.0,68.0,43.0,2.0
UST,2.0,400.0,151.0,16.0,28.0,50.0,78.0,36.0,32.0,32.0,16.0,3.0,19.0,59.0,144.0,40.97222222222222,45.0,98.0,45.91836734693878,14.0,46.0,30.434782608695656,19.0,35.0,54.285714285714285,52.0,37.0,-29.0,78.0,54.0,26.0,72.0,79.0,13.0,0.0
