TEAM,NO.,PLAYER,GP,MINS,PTS,OFF,DEF,REB,AST,TO,STL,BLK,STK,FGM,FGA,FG %,2PM,2PA,2P %,3PM,3PA,3P %,FTM,FTA,FT %,PF,Fls on:,+/-,GW
ADU,3,M. Montebon,14.0,30.0,11.034406583089414,0.9940906831612085,2.882862981167505,3.876953664328713,4.175180869277075,2.3858176395869,1.4911360247418126,0.1988181366322417,1.6899541613740543,3.5787264593803507,12.127906334566743,29.508196721311474,1.8887722980062962,5.566907825702767,33.92857142857143,1.6899541613740543,6.5609985088639755,25.757575757575758,2.1869995029546585,2.9822720494836252,73.33333333333333,2.485226707903021,2.485226707903021,-1.6899541613740543,6.0
ADU,8,H. Demisana,11.0,30.0,6.40284570920409,4.001778568252557,4.001778568252557,8.003557136505114,0.8003557136505113,4.001778568252557,0.8003557136505113,0.8003557136505113,1.6007114273010226,3.201422854602045,10.404624277456648,30.76923076923077,3.201422854602045,8.003557136505114,40.0,0.0,2.401067140951534,0.0,0.0,1.6007114273010226,0.0,1.6007114273010226,0.8003557136505113,-3.201422854602045,5.0
ADU,9,L. Perez,14.0,30.0,6.5818759936407005,1.430842607313196,4.006359300476949,5.4372019077901435,0.8585055643879175,0.5723370429252783,0.28616852146263916,2.0031796502384744,2.2893481717011133,2.861685214626392,4.864864864864866,58.82352941176471,2.861685214626392,4.864864864864866,58.82352941176471,0.0,0.0,0.0,0.8585055643879175,0.8585055643879175,100.0,5.723370429252784,1.1446740858505566,1.717011128775835,6.0
ADU,10,C. Manzano,14.0,30.0,13.791170287316048,3.0273300630693765,5.3819201121233355,8.409250175192712,2.9432375613174493,2.9432375613174493,1.429572529782761,1.0932025227750526,2.5227750525578134,5.55010511562719,11.268395234758234,49.25373134328358,5.3819201121233355,10.343377715487035,52.03252032520326,0.16818500350385424,0.9250175192711984,18.181818181818183,2.5227750525578134,3.7000700770847934,68.18181818181817,3.3637000700770847,4.793272599859846,5.970567624386826,6.0
ADU,11,J. Barcelona,12.0,30.0,2.8673835125448033,2.8673835125448033,1.4336917562724016,4.301075268817205,0.0,0.7168458781362008,0.0,0.0,0.0,0.7168458781362008,6.451612903225808,11.11111111111111,0.0,5.017921146953405,0.0,0.7168458781362008,1.4336917562724016,50.0,0.7168458781362008,1.4336917562724016,50.0,4.301075268817205,2.1505376344086025,-10.752688172043012,6.0
ADU,15,R. Torres,14.0,30.0,18.91653671435352,0.7322530341040071,2.440843447013357,3.1730964811173643,1.9526747576106858,2.440843447013357,0.9763373788053429,0.12204217235066786,1.0983795511560108,6.22415078988406,15.865482405586821,39.23076923076923,3.783307342870704,7.810699030442743,48.4375,2.440843447013357,8.05478337514408,30.303030303030305,4.02739168757204,4.759644721676047,84.61538461538461,1.7085904129093499,3.2951386534680323,2.318801274662689,6.0
ADU,18,J. Erolon,14.0,30.0,14.339541393045538,0.2906663795887609,2.5191086231025945,2.8097750026913557,3.778662934653892,2.3253310367100872,1.2595543115512973,0.09688879319625364,1.356443104747551,4.844439659812682,13.661319840671764,35.46099290780142,2.3253310367100872,6.1039939713639795,38.095238095238095,2.5191086231025945,7.557325869307784,33.33333333333333,2.13155345031758,2.906663795887609,73.33333333333333,3.003552589083863,2.712886209495102,4.069329314242653,6.0
ADU,19,J. Jaymalin,11.0,30.0,5.649717514124293,0.0,1.1299435028248588,1.1299435028248588,1.1299435028248588,0.0,3.389830508474576,0.0,3.389830508474576,1.1299435028248588,6.779661016949152,16.666666666666664,0.0,1.1299435028248588,0.0,1.1299435028248588,5.649717514124293,20.0,2.2598870056497176,2.2598870056497176,100.0,7.90960451977401,1.1299435028248588,2.2598870056497176,5.0
ADU,20,E. Anabo,14.0,30.0,7.061900610287707,2.578154191057417,5.828870344999378,8.407024536056795,3.3628098144227176,1.9055922281728734,2.0176858886536304,0.11209366048075725,2.129779549134388,1.9055922281728734,7.846556233653008,24.285714285714285,0.6725619628845435,2.3539668700959027,28.57142857142857,1.2330302652883298,5.492589363557105,22.448979591836736,2.0176858886536304,3.6990907958649895,54.54545454545454,2.578154191057417,3.1386224934612033,-3.026528832980446,6.0
ADU,21,J. Medina,14.0,30.0,6.091725989030225,1.050297584315556,3.0458629945151126,4.096160578830668,1.050297584315556,0.6301785505893336,1.1553273427471118,0.8402380674524448,1.9955654101995568,2.3106546854942236,8.822499708250671,26.190476190476193,1.1553273427471118,3.0458629945151126,37.93103448275862,1.1553273427471118,5.7766367137355585,20.0,0.3150892752946668,0.4201190337262224,75.0,1.7855058933364454,1.6804761349048896,-0.2100595168631112,6.0
ADU,23,M. Ojarikre,14.0,30.0,4.584123543755081,5.266865348144136,6.144676239501492,11.411541587645628,0.7802763478732053,1.3654836087781093,0.39013817393660266,2.1457599566513146,2.5358981305879174,1.950690869683013,4.48658900027093,43.47826086956522,1.950690869683013,4.48658900027093,43.47826086956522,0.0,0.0,0.0,0.6827418043890546,1.8531563261988626,36.84210526315789,3.1211053914928213,2.3408290436196157,-5.071796261175835,6.0
ADU,25,K. Cañete,9.0,30.0,11.455847255369928,1.431980906921241,2.863961813842482,4.2959427207637235,0.0,2.863961813842482,1.431980906921241,0.0,1.431980906921241,4.2959427207637235,7.159904534606206,60.0,1.431980906921241,1.431980906921241,100.0,2.863961813842482,5.727923627684964,50.0,0.0,0.0,0.0,7.159904534606206,0.0,-18.615751789976134,4.0
